type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
VERB+PRON	Zastanawiano	zastanawiać	0	się	się	1	Zastanawiano się	zastanawiać się	"Zastanawiano się nad wszczęciem postępowania wobec czterech podejrzanych o "" kłamstwo lustracyjne "" ."
VERB+PRON	Zdecydował	zdecydować	0	się	się	1	Zdecydował się	zdecydować się	Zdecydował się wreszcie coś powiedzieć .
VERB+PRON	doszukać	doszukać	1	się	się	2	doszukać się	doszukać się	Wszystkiego doszukać się w sobie .
VERB+NOUN	mieć	mieć	15	powody	powód	16	mieć powody	mieć powód	Okres ten pozwala już wytypować dotychczasowych liderów i największych przegranych , a ich klienci mogą mieć powody do satysfakcji lub rozczarowania .
VERB+NOUN	mam	mieć	2	śmiałości	śmiałość	3	mam śmiałości	mieć śmiałość	- Nie mam śmiałości - krygował się nadal fryzjer - a mam wielką prośbę do pana literata - i spozierał niepewnie w oczy Stefana .
VERB+PRON	krygował	krygować	5	się	się	6	krygował się	krygować się	- Nie mam śmiałości - krygował się nadal fryzjer - a mam wielką prośbę do pana literata - i spozierał niepewnie w oczy Stefana .
VERB+PRON	stała	stać	20	się	się	21	stała się	stać się	Leki na obniżenie temperatury nie działały , a sytuacja , według słów Havlovej , w nocy z poniedziałku na wtorek stała się krytyczna .
PRON+VERB	się	się	1	spierali	spierać	2	się spierali	się spierać	Długo się spierali , który z nich ma wykonać rzut wolny .
VERB+NOUN	wykonać	wykonać	8	rzut	rzut	9	wykonać rzut	wykonać rzut	Długo się spierali , który z nich ma wykonać rzut wolny .
PART+VERB	nie	nie	11	ulega	ulegać	12	nie ulega	nie ulegać	Pilch : - Selekcjoner powinien mieć dobre warunki pracy , tymczasem nie ulega wątpliwości , że Engel tą porażką swoje warunki pracy mocno sobie utrudnił .
VERB+PRON	pojawił	pojawić	2	się	się	3	pojawił się	pojawić się	W lokalu pojawił się także Sławomir K . , jego starszy o rok szwagier .
VERB+NOUN	podejmą	podjąć	11	decyzję	decyzja	12	podejmą decyzję	podjąć decyzja	Ranking jest tylko wskazówką dla delegatów , którzy sami na kongresie podejmą decyzję o wyborze kandydata .
VERB+PRON	udało	udać	1	się	się	2	udało się	udać się	Wszystkim udało się wydostać na powierzchnię , mimo że woda dostała się już do wnętrza i otwarcie drzwi było bardzo trudne .
VERB+PRON	dostała	dostać	10	się	się	11	dostała się	dostać się	Wszystkim udało się wydostać na powierzchnię , mimo że woda dostała się już do wnętrza i otwarcie drzwi było bardzo trudne .
VERB+PRON	domagali	domagać	3	się	się	4	domagali się	domagać się	Przed urzędem wojewódzkim domagali się , by władze wydały zgodę na budowę supermarketu na terenie klubu .
VERB+NOUN	wydały	wydać	8	zgodę	zgoda	9	wydały zgodę	wydać zgoda	Przed urzędem wojewódzkim domagali się , by władze wydały zgodę na budowę supermarketu na terenie klubu .
PART+VERB	Nie	nie	0	ma	mieć	1	Nie ma	nie mieć	Nie ma co się denerwować .
VERB+PRON	bawiło	bawić	7	się	się	8	bawiło się	bawić się	Z relacji rodziców wynikało , że dziecko bawiło się nad brzegiem wody , a rodzice siedzieli w pobliżu na kocu .
VERB+PRON	spodobało	spodobać	21	się	się	22	spodobało się	spodobać się	Teatr , o którym mowa , powstał w drugiej połowie lat 70 . dzięki sile perswazji jednego człowieka , któremu akurat spodobało się mieć na własność taką zabawkę , jak teatr satyry .
VERB+ADP	mieć	mieć	23	na	na	24	mieć na	mieć na	Teatr , o którym mowa , powstał w drugiej połowie lat 70 . dzięki sile perswazji jednego człowieka , któremu akurat spodobało się mieć na własność taką zabawkę , jak teatr satyry .
VERB+PRON	pojawiły	pojawić	3	się	się	4	pojawiły się	pojawić się	Na terenach popowodziowych pojawiły się gryzonie .
ADP+NOUN	do	do	6	dymisji	dymisja	7	do dymisji	do dymisja	Można rozwiązać parlament , podając rząd do dymisji , wierząc , że nie uda się stworzyć w tym Sejmie nowej większości .
VERB+PRON	uda	udać	13	się	się	14	uda się	udać się	Można rozwiązać parlament , podając rząd do dymisji , wierząc , że nie uda się stworzyć w tym Sejmie nowej większości .
VERB+NOUN	oddać	oddać	21	hołd	hołd	22	oddać hołd	oddać hołd	Ponad dziesięć tysięcy przeciwników amerykańskiej interwencji w Afganistanie wyszło w piątek na ulice niemieckich miast , aby zaprotestować przeciwko nalotom i oddać hołd ofiarom ataków .
VERB+PRON	zastanawiać	zastanawiać	49	się	się	50	zastanawiać się	zastanawiać się	Proszę powiedzieć : Dlaczego i czy to jest przypadek , że właśnie w dniu 7 lutego zadzwonił pan prokurator Stefański z informacją o tej notatce , a pan Bieszyński , bardzo wysokiej rangi funkcjonariusz Urzędu Ochrony Państwa , powiedział o jej treści prokuratorom , którzy mieli w tym dniu zastanawiać się nad zatrzymaniem Modrzejewskiego ?
VERB+PRON	wydaje	wydawać	2	się	się	3	wydaje się	wydawać się	"Jeśli A2 wydaje się za małe , zaś A4 za duże , zawsze można sięgnąć po "" złoty środek "" , czyli po A3 ."
VERB+PRON	wydawało	wydawać	16	się	się	17	wydawało się	wydawać się	Marzyłem Marzył em , żeby mnie wywołał , jemu jednak to przepytywanie szło jakoś niesporo : wydawało się , że wcale go ono nie bawi .
PRON+VERB	się	się	32	zdarzyło	zdarzyć	33	się zdarzyło	się zdarzyć	""" Za kilka lat - wróżył umiejący rachować felietonista - komornik opieczętuje ogród , a słonie , lwy , nosorożce i inne dziwolągi odda rakarzowi "" do zniszczenia "" , jak to się zdarzyło niedźwiedziom śp . Bartelsa "" ."
NOUN+PROPN	odbywania	odbywać	11	szkolenia	szkolenie	12	odbywania szkolenia	odbywać szkolenie	"Od 1 marca stypendia dla bezrobotnych absolwentów wynoszą : w okresie odbywania szkolenia - 251 zł ( 60 proc . zasiłku podstawowego ) , w okresie odbywania stażu - 419 zł ( 100 proc . zasiłku ) , w okresie kontynuowania nauki - 251 zł ( 60 proc . w rejonach "" zagrożonych "" ) ."
NOUN+NOUN	odbywania	odbywać	26	stażu	staż	27	odbywania stażu	odbywać staż	"Od 1 marca stypendia dla bezrobotnych absolwentów wynoszą : w okresie odbywania szkolenia - 251 zł ( 60 proc . zasiłku podstawowego ) , w okresie odbywania stażu - 419 zł ( 100 proc . zasiłku ) , w okresie kontynuowania nauki - 251 zł ( 60 proc . w rejonach "" zagrożonych "" ) ."
NOUN+VERB	podpisy	podpis	12	złożyło	złożyć	13	podpisy złożyło	podpis złożyć	Wczoraj , w ciągu pierwszych dwóch godzin dyżuru przed siedzibą ZUS , podpisy złożyło 90 osób .
VERB+PRON	zacietrzewia	zacietrzewiać	12	się	się	13	zacietrzewia się	zacietrzewiać się	- To weź ich sobie do domu i mieszkaj z nimi - zacietrzewia się jej kolega .
VERB+PRON	zajmiemy	zająć	31	się	się	32	zajmiemy się	zająć się	Znamy się od kilku lat , więc kiedy Krzysztof powiedział , że dostają klucze do własnego mieszkania na warszawskim Gocławiu , nie mieliśmy mieli śmy wątpliwości , że to właśnie my zajmiemy się aranżacją wnętrz .
VERB+NOUN	położy	położyć	1	tamę	tama	2	położy tamę	położyć tama	Kto położy tamę tym upokarzającym zmianom ?
VERB+PROPN	dostała	dostać	3	pozwolenia	pozwolenie	4	dostała pozwolenia	dostać pozwolenie	- Centrala nie dostała pozwolenia na wycięcie świerków , dlatego trzeba było je przesadzić o kilka metrów - tłumaczy Anna Wołowska z Wydziału Ochrony Środowiska UMŁ .
VERB+PRON	dadzą	dać	2	sobie	siebie	3	dadzą sobie	dać siebie	Księgarze nie dadzą sobie z tym rady - uważa Marek Rożak , właściciel wydawnictwa edukacyjnego M . Rożak .
VERB+PRON	zwróciła	zwrócić	7	się	się	8	zwróciła się	zwrócić się	Ponieważ jej pulares był kompletnie rozładowany , zwróciła się do pierwszego z brzegu z żądaniem zakupu płynu , a kiedy spotkała się ze stanowczą odmową , czknęła mu niezdrowo w twarz , żądając tego samego , jednak w podwójnej ilości .
VERB+PRON	spotkała	spotkać	20	się	się	21	spotkała się	spotkać się	Ponieważ jej pulares był kompletnie rozładowany , zwróciła się do pierwszego z brzegu z żądaniem zakupu płynu , a kiedy spotkała się ze stanowczą odmową , czknęła mu niezdrowo w twarz , żądając tego samego , jednak w podwójnej ilości .
PRON+VERB	się	się	17	sprawdziła	sprawdzić	18	się sprawdziła	się sprawdzić	Ktoś , komu astrolog wywróży datę śmierci , może w krytycznym momencie nieświadomie dopomóc , by wyrocznia się sprawdziła .
VERB+ADP	są	być	5	w	w	6	są w	być w	Z braku środków sądy nie są w stanie nabyć materiałów biurowych .
VERB+NOUN	Mamy	mieć	0	spokój	spokój	1	Mamy spokój	mieć spokój	Mamy spokój .
VERB+PRON	interesuje	interesować	6	się	się	7	interesuje się	interesować się	To obowiązkowa lektura dla każdego kto interesuje się historią miasta .
NOUN+VERB	ryzyko	ryzyko	2	ponosimy	ponosić	3	ryzyko ponosimy	ryzyko ponosić	Dlatego mniejsze ryzyko ponosimy w takiej sytuacji , jeśli rośliny kupimy na wiosnę , a nie jesienią lub zimą , gdy w mieszkaniach jest właśnie bardzo suche powietrze , albo jeżeli mamy pewność , że rośliny stoją już dość długo w kwiaciarni i zdążyły się tam zahartować .
VERB+NOUN	mamy	mieć	31	pewność	pewność	32	mamy pewność	mieć pewność	Dlatego mniejsze ryzyko ponosimy w takiej sytuacji , jeśli rośliny kupimy na wiosnę , a nie jesienią lub zimą , gdy w mieszkaniach jest właśnie bardzo suche powietrze , albo jeżeli mamy pewność , że rośliny stoją już dość długo w kwiaciarni i zdążyły się tam zahartować .
VERB+PRON	wzdrygnął	wzdrygnąć	1	się	się	2	wzdrygnął się	wzdrygnąć się	Nagle wzdrygnął się spojrzawszy w straszną twarz topielca i szybko poszedł dalej .
PRON+VERB	się	się	3	boi	bać	4	się boi	się bać	- Jak kto się boi , może nie iść - rzekł z wolna Zenek .
VERB+NOUN	miało	mieć	6	oparcie	oparcie	7	miało oparcie	mieć oparcie	Odrodzenie madziarskiej świadomości narodowej , które miało oparcie w węgierskim kalwinizmie , doprowadziło do przekształcenia cesarstwa w monarchię austro - węgierską ( 1867 ) .
VERB+PRON	zastanowić	zastanowić	9	się	się	10	zastanowić się	zastanowić się	Powinniśmy Powinni śmy , w moim przekonaniu , generalnie zastanowić się nad stanem gospodarki i nad tym , czy aby przypadkiem nie staramy się poprzez taką zmianę żyć na kredyt .
VERB+PRON	staramy	starać	22	się	się	23	staramy się	starać się	Powinniśmy Powinni śmy , w moim przekonaniu , generalnie zastanowić się nad stanem gospodarki i nad tym , czy aby przypadkiem nie staramy się poprzez taką zmianę żyć na kredyt .
VERB+PRON	zgodziło	zgodzić	3	się	się	4	zgodziło się	zgodzić się	W pracach Funduszu zgodziło się uczestniczyć kilku wybitnych przedstawicieli oświaty , nauki i kultury .
VERB+PRON	zachować	zachować	9	się	się	10	zachować się	zachować się	Kieszonkowy przewodnik , który pokaże ci , jak najlepiej zachować się i zabłysnąć w towarzystwie .
VERB+NOUN	popełnił	popełnić	25	przestępstwo	przestępstwo	26	popełnił przestępstwo	popełnić przestępstwo	Jeżeli jednak kierujący spożył alkohol w niedługim czasie przed kontrolą , stężenie będzie rosło i wynik kolejnego pomiaru może zdecydować o tym , że kierujący popełnił przestępstwo .
VERB+PRON	zwraca	zwracać	1	się	się	2	zwraca się	zwracać się	Chruszczow zwraca się do Gomułki : - Podobno u was w teatrze wystawiono antyradziecką sztukę ?
VERB+PRON	okazało	okazać	3	się	się	4	okazało się	okazać się	Tam po badaniach okazało się , że jest on absolutnym rekordzistą , jeśli chodzi o liczbę promili alkoholu we krwi .
VERB+PRON	stać	stać	11	się	się	12	stać się	stać się	Co jest naprawdę nieznośne , to myśl , że syn może stać się nagle takim obcym człowiekiem .
VERB+NOUN	wziąć	wziąć	6	udział	udział	7	wziąć udział	wziąć udział	- Czy chcesz , niewiasto , wziąć udział w uroczystościach ku czci bogini Zirbanit ?
VERB+PRON	starajmy	starać	1	się	się	2	starajmy się	starać się	zynajmniej starajmy się by ten nastrój pogodowy nie udzielał się , dlatego należy go celebrować sporą dawką radości .
VERB+PRON	udzielał	udzielać	8	się	się	9	udzielał się	udzielać się	zynajmniej starajmy się by ten nastrój pogodowy nie udzielał się , dlatego należy go celebrować sporą dawką radości .
VERB+PRON	okazał	okazać	1	się	się	2	okazał się	okazać się	Mechanizm okazał się bardziej trwały od człowieka .
VERB+PRON	Zawiedli	Zawieść	0	się	się	1	Zawiedli się	Zawieść się	Zawiedli się na świecie .
VERB+PRON	Chwali	chwalić	0	się	się	1	Chwali się	chwalić się	Chwali się tym , co wie , czego się dowiedział od swojej kochanki , a ja zatykam uszy i wołam : nie mów mi tego , nie mów !
PRON+VERB	się	się	8	dowiedział	dowiedzieć	9	się dowiedział	się dowiedzieć	Chwali się tym , co wie , czego się dowiedział od swojej kochanki , a ja zatykam uszy i wołam : nie mów mi tego , nie mów !
VERB+NOUN	Mam	mieć	0	wrażenie	wrażenie	1	Mam wrażenie	mieć wrażenie	Mam wrażenie , że gdyby wszyscy ci , którzy chrzczą dzieci , żeby je zasymilować z katolicką większością tego nie robili , to byłaby była by to nie dwójka a z dziesiątka w trzydziestoosobowej grupie .
VERB+NOUN	ma	mieć	7	pracy	praca	8	ma pracy	mieć praca	Henryk Sadurski , inżynier metalurg , nie ma pracy od kilku lat .
VERB+PRON	zaprzątał	zaprzątać	8	sobie	siebie	9	zaprzątał sobie	zaprzątać siebie	Panował niebywały entuzjazm i z początku nikt nie zaprzątał sobie głowy pytaniem , jak ukarać członków junty - tym bardziej że oni sami woleli zejść ludziom z oczu .
ADP+NOUN	z	z	26	oczu	oko	27	z oczu	z oko	Panował niebywały entuzjazm i z początku nikt nie zaprzątał sobie głowy pytaniem , jak ukarać członków junty - tym bardziej że oni sami woleli zejść ludziom z oczu .
ADP+NOUN	na	na	5	wolność	wolność	6	na wolność	na wolność	Niezatapialny Jeffrey Archer wyszedł właśnie na wolność i musi wymyślić coś nowego : partia go już nie chce .
NOUN+ADP	składaniu	składać	7	w	w	8	składaniu w	składać w	Nie odprawiali więc czarnych mszy polegających na składaniu w ofierze szatanowi ludzi .
VERB+PRON	staje	stawać	12	się	się	13	staje się	stawać się	Ponadto podkreślają oni - nonsensowność koncepcji teoretycznych , bazujących na takich poglądach staje się jeszcze bardziej wyrazista , jeśli weźmiemy pod uwagę sytuację zmian miejsca pracy .
VERB+ADP	weźmiemy	wziąć	19	pod	pod	20	weźmiemy pod	wziąć pod	Ponadto podkreślają oni - nonsensowność koncepcji teoretycznych , bazujących na takich poglądach staje się jeszcze bardziej wyrazista , jeśli weźmiemy pod uwagę sytuację zmian miejsca pracy .
VERB+PRON	udało	udać	1	się	się	2	udało się	udać się	Ratownikom udało się w ciągu dwudziestu minut zlokalizować źródło ognia , jednak płonące pomieszczenie było nie do uratowania , wypaliło się całkowicie .
VERB+PRON	Pobiorą	pobrać	0	się	się	1	Pobiorą się	pobrać się	Pobiorą się 20 maja w małym kościółku , najprawdopodobniej w ojczyźnie Claudii , w Niemczech .
VERB+PRON	znajdują	znajdować	2	się	się	3	znajdują się	znajdować się	W Gdańsku znajdują się : Instytut Budownictwa Wodnego , Instytut Historii Kultury Materialnej , Instytut Historii oraz Instytut Maszyn Przepływowych .
VERB+PRON	pojawił	pojawić	3	się	się	4	pojawił się	pojawić się	Problem ochrony konsumenta pojawił się - jako zwerbalizowane hasło - mniej więcej w latach sześćdziesiątych- siedemdziesiątych , równocześnie w USA i w Europie , kładącej podwaliny integracji gospodarczej .
ADJ+NOUN	kładącej	kładący	24	podwaliny	podwalina	25	kładącej podwaliny	kładący podwalina	Problem ochrony konsumenta pojawił się - jako zwerbalizowane hasło - mniej więcej w latach sześćdziesiątych- siedemdziesiątych , równocześnie w USA i w Europie , kładącej podwaliny integracji gospodarczej .
NOUN+NOUN	wymierzenia	wymierzyć	10	kary	kara	11	wymierzenia kary	wymierzyć kara	Prezes PZPN nie wyklucza , że w sprawie odstąpienia od wymierzenia kary lub przynajmniej jej złagodzenia związek zwróci się do ministra finansów Leszka Balcerowicza .
VERB+PRON	zwróci	zwrócić	17	się	się	18	zwróci się	zwrócić się	Prezes PZPN nie wyklucza , że w sprawie odstąpienia od wymierzenia kary lub przynajmniej jej złagodzenia związek zwróci się do ministra finansów Leszka Balcerowicza .
VERB+NOUN	podjęto	podjąć	9	uchwałę	uchwała	10	podjęto uchwałę	podjąć uchwała	We wrześniu 1996 roku na zjeździe Polskiego Związku Zapaśniczego podjęto uchwałę o wprowadzeniu do regulaminu nowej dyscypliny - sumo .
VERB+ADP	wyszedł	wyjść	12	na	na	13	wyszedł na	wyjść na	Fakt , że 26-letni Krzysztof R . był bity przez żonę , wyszedł na jaw dopiero na rozprawie rozwodowej .
VERB+NOUN	wniesie	wnieść	6	apelację	apelacja	7	wniesie apelację	wnieść apelacja	Zastępca Rzecznika Interesu Publicznego Krzysztof Kauba wniesie apelację .
NOUN+NOUN	wykonania	wykonać	1	badania	badanie	2	wykonania badania	wykonać badanie	Podstawą wykonania badania jest otrzymanie indywidualnego zaproszenia z Centrum .
VERB+PRON	Wyzbywszy	wyzbyć	0	się	się	1	Wyzbywszy się	wyzbyć się	Wyzbywszy się wiar religijnych , przemierzywszy ich późne , zwyrodniałe odmiany jako ideologie , nęcące spełnieniem doczesnych , tylko doczesnych życzeń , cywilizacje usiłują wyhamować własny rozpęd , lecz to już niemożliwe .
VERB+PRON	wybierała	wybierać	2	się	się	3	wybierała się	wybierać się	3-letnia Joasia wybierała się z dziadkiem na weekend .
VERB+PRON	uda	udać	1	się	się	2	uda się	udać się	Nie uda się to też Ruchowi Odbudowy Polski - mówi szef Zarządu Regionu Mazowsze MACIEJ JANKOWSKI .
ADJ+PRON	odnoszące	odnosić	6	się	się	7	odnoszące się	odnosić się	W literaturze marketingowej napotykamy różne terminy odnoszące się do elementów przekazu , który jest dekodowany za pomocą zmysłu wzroku .
VERB+PRON	zajmuje	zajmować	15	się	się	16	zajmuje się	zajmować się	Niekiedy orzeka najpierw sąd rejonowy , a ewentualnie potem , w razie odwołania , sprawą zajmuje się Sąd Pracy .
ADP+ADJ	za	za	18	złe	złe	19	za złe	za złe	I tak właśnie wygląda dylemat inteligenta : wolno mu dostrzec ciemnotę ludu , ale nie wolno mieć jej za złe .
VERB+NOUN	mam	mieć	5	zamiaru	zamiar	6	mam zamiaru	mieć zamiar	- Wybaczy pan , nie mam zamiaru afiszować się z poglądami .
VERB+PRON	afiszować	afiszować	7	się	się	8	afiszować się	afiszować się	- Wybaczy pan , nie mam zamiaru afiszować się z poglądami .
VERB+NOUN	wydał	wydać	4	wyrok	wyrok	5	wydał wyrok	wydać wyrok	Powiedzmy , że sąd wydał wyrok , wyrok nam się nie podoba , w związku z tym wnosimy sprawę jeszcze raz , jeszcze raz i jeszcze raz i anulujemy to , że sprawa jest rozstrzygnięta .
NOUN+ADJ	ciąg	ciąg	12	dalszy	daleki	13	ciąg dalszy	ciąg daleki	Wywołana przez ŻW sprawa b . stalinowskiej prokurator Heleny Wolińskiej ma swój ciąg dalszy .
PART+VERB	nie	nie	3	ma	mieć	4	nie ma	nie mieć	O oprocentowaniu rat nie ma mowy , ponieważ to wyznacza ustawa o gospodarce nieruchomościami .
VERB+PRON	cieszą	cieszyć	1	się	się	2	cieszą się	cieszyć się	Córki cieszą się oczywiście i z nowego telewizora , i z kafelków .
VERB+NOUN	prowadzić	prowadzić	10	działalność	działalność	11	prowadzić działalność	prowadzić działalność	Na co dzień - twierdzą nasi rozmówcy - Rosjanie mogą prowadzić działalność szpiegowską w Polsce praktycznie bez przeszkód .
VERB+NOUN	mają	mieć	4	szans	szansa	5	mają szans	mieć szansa	Na ciepły kąt nie mają szans .
VERB+PRON	Zdarza	zdarzać	0	się	się	1	Zdarza się	zdarzać się	Zdarza się , że ich sprawcy z powodu przedawnienia w ogóle nie zostają osądzeni .
VERB+PRON	okazało	okazać	1	się	się	2	okazało się	okazać się	I okazało się , że doniósł .
VERB+PRON	zdają	zdawać	21	się	się	22	zdają się	zdawać się	"Tymczasem zaś , jak donoszą "" Izwiestia "" , zrozpaczeni wielomiesięcznym oczekiwaniem na wypłacenie zaległych zarobków górnicy Zagłębia Kuźnieckiego coraz przychylniej zdają się odnosić do zabójstwa na zamówienie jako nowego środka walki klasowej , zwłaszcza że Moskwa twierdzi , iż pieniądze dawno przekazała , a wina za zwłokę spoczywa na miejscowym kierownictwie ."
ADV+VERB	Jak	jak	0	przystało	przystać	1	Jak przystało	jak przystać	"Jak przystało na imprezę w tłusty czwartek , dzieci zjadły słodkie pączki od sklepu "" Non-Stop "" , zaś na pożegnanie otrzymały upominki ."
VERB+PRON	pojawili	pojawić	7	się	się	8	pojawili się	pojawić się	"Koło "" grzybka "" przy Bramie Portowej pojawili się geolodzy , którzy badają grunt ."
VERB+PRON	podpisało	podpisać	10	się	się	11	podpisało się	podpisać się	Dzisiaj , pod popierającym kandydaturę Wajdy listem Stevena Spielberga , podpisało się już ponad 50 członków Akademii .
VERB+PRON	domagał	domagać	5	się	się	6	domagał się	domagać się	Co dalej ? - twardo domagał się Zygmunt .
VERB+PRON	spisuje	spisywać	4	się	się	5	spisuje się	spisywać się	W tym sezonie IFK spisuje się słabo .
VERB+NOUN	przyniosła	przynieść	37	pożytki	pożytek	38	przyniosła pożytki	przynieść pożytek	Program , który może być atrakcyjny w społeczeństwie ludzi zmęczonych kosztami transformacji , niepewnych przyszłości , z obawą patrzących na prywatyzację i rozwój gospodarki rynkowej , która już nałożyła na wszystkich ciężary , ale jeszcze nie wszystkim przyniosła pożytki .
VERB+PRON	rozstajemy	rozstawać	4	się	się	5	rozstajemy się	rozstawać się	- Na wsze czasy rozstajemy się z silną władzą prezydencką ; nie ma takiego parlamentu na świecie , który będzie skory do zwrócenia choćby cząstki władzy prezydentowi - ocenia Falandysz .
PART+VERB	nie	nie	15	ma	mieć	16	nie ma	nie mieć	Lider SLD Włodzimierz Cimoszewicz mówił kilka dni po wyborach , że z wejściem do NATO nie ma się co spieszyć , a Micewski uważał , że rozszerzenie Paktu na Wschód nie może odbywać się bez uzgodnienia z Rosją .
PRON+PART	się	się	17	co	co	18	się co	się co	Lider SLD Włodzimierz Cimoszewicz mówił kilka dni po wyborach , że z wejściem do NATO nie ma się co spieszyć , a Micewski uważał , że rozszerzenie Paktu na Wschód nie może odbywać się bez uzgodnienia z Rosją .
VERB+ADP	Biorąc	brać	0	pod	pod	1	Biorąc pod	brać pod	Biorąc pod uwagę te wymagania , do czerwca tego roku zarejestrowano w województwie śląskim 333 zagraniczne firmy .
VERB+PRON	dało	dać	16	się	się	17	dało się	dać się	Mimo tej ofiarności Roman S . został trwale okaleczony , ze względu na upływ czasu nie dało się języka przyszyć .
VERB+NOUN	składać	składać	23	wnioski	wniosek	24	składać wnioski	składać wniosek	Do 31 grudnia byli robotnicy przymusowi , którzy w czasie II wojny światowej byli zatrudnieni w placówkach Kościoła katolickiego w Niemczech , mogą składać wnioski o odszkodowania - przypomina fundacja Polsko - Niemieckie Pojednanie .
VERB+NOUN	bierze	brać	2	udział	udział	3	bierze udział	brać udział	W targach bierze udział ponad 200 polskich wystawców .
VERB+PRON	zdumiał	zdumieć	4	się	się	5	zdumiał się	zdumieć się	- Co ? - zdumiał się .
VERB+ADP	wejść	wejść	3	w	w	4	wejść w	wejść w	Konstytucja , aby wejść w życie , musiała być ratyfikowana przez legislatury stanowe .
PRON+VERB	się	się	16	obawiać	obawiać	17	się obawiać	się obawiać	Zbigniew Stypa , prezes Ship Service , uważa , że w takiej sytuacji wielu przedsiębiorców może się obawiać podejmowania ryzyka gospodarczego , gdyż np . może mieć obawy jak daną operację handlową potraktują organa karno - skarbowe .
NOUN+NOUN	podejmowania	podejmować	18	ryzyka	ryzyko	19	podejmowania ryzyka	podejmować ryzyko	Zbigniew Stypa , prezes Ship Service , uważa , że w takiej sytuacji wielu przedsiębiorców może się obawiać podejmowania ryzyka gospodarczego , gdyż np . może mieć obawy jak daną operację handlową potraktują organa karno - skarbowe .
VERB+NOUN	mieć	mieć	26	obawy	obawa	27	mieć obawy	mieć obawa	Zbigniew Stypa , prezes Ship Service , uważa , że w takiej sytuacji wielu przedsiębiorców może się obawiać podejmowania ryzyka gospodarczego , gdyż np . może mieć obawy jak daną operację handlową potraktują organa karno - skarbowe .
VERB+PRON	Podpisuje	podpisywać	0	się	się	1	Podpisuje się	podpisywać się	Podpisuje się pani pod tym zdaniem ?
VERB+PRON	przyczynili	przyczynić	7	się	się	8	przyczynili się	przyczynić się	Wychowankowie placówki zadedykowali go wszystkim , którzy przyczynili się do odbudowania ich domu po powodzi .
VERB+PRON	czujesz	czuć	15	się	się	16	czujesz się	czuć się	Masz często kłopoty z zasypianiem , śpisz niespokojnie lub budzisz się zbyt wcześnie , choć czujesz się niewyspana .
VERB+PRON	odnosiła	odnosić	5	się	się	6	odnosiła się	odnosić się	Media utrzymywały , że niechętnie odnosiła się do związku wnuka z rozwódką Parker Bowles .
VERB+PRON	pobrali	pobrać	7	się	się	8	pobrali się	pobrać się	"- Wyszedł na przepustkę , zapoznał , pobrali się - opowiada "" Łysy "" ."
VERB+PRON	okazał	okazać	9	się	się	10	okazał się	okazać się	W : A on , żeby było weselej , okazał się popsuty .
ADP+NOUN	w	w	10	powietrze	powietrze	11	w powietrze	w powietrze	W Moskwie zatrzymano wczoraj mężczyznę , który groził wysadzeniem się w powietrze pod siedzibą Federalnej Służby Bezpieczeństwa na Łubiance .
PRON+VERB	się	się	10	czają	czaić	11	się czają	się czaić	Na Częstochowę narzekają wszyscy kierowcy : - Tam na nas się czają .
NOUN+PRON	posługiwania	posługiwać	14	się	się	15	posługiwania się	posługiwać się	Co więcej , ogromna ich grupa w pośpiechu próbuje dogonić swoje pociechy w sprawności posługiwania się komputerem .
VERB+PRON	dowie	dowiedzieć	10	się	się	11	dowie się	dowiedzieć się	Wśród rolników padały pytania : czy państwo będzie dopłacać jeśli dowie się , że trzeba jeszcze dokupować zboża i ziemniaków w gospodarstwie .
ADJ+NOUN	Pełniący	pełnić	0	rolę	rola	1	Pełniący rolę	pełnić rola	Pełniący rolę gospodarza burmistrz Nasielska Bernard Mucha powitał gości , w tym m.in . posłów na Sejm RP Jadwigę Zakrzewską i Aleksandra Soplińskiego , Mariusza Błaszczaka - szefa Kancelarii Premiera RP , generała Janusza Lalkę - przedstawiciela Sztabu Wojska Polskiego , płk Stanisława Ekierta - przedstawiciela dowództwa wojsk lądowych , płk Waldemara Zakrzewskiego - dowódcę 2 Mazowieckiej Brygady Saperów z Kazunia .
VERB+PRON	zajmijcie	zająć	4	się	się	5	zajmijcie się	zająć się	"Manipulujesz pod hasłem "" zajmijcie się mną "" , a potem się wyłączasz ."
VERB+NOUN	ma	mieć	7	sensu	sens	8	ma sensu	mieć sens	Wiedziałam Wiedziała m , że to nie ma sensu , a jednak wsłuchałam wsłuchała m się w szept drzewa .
VERB+PRON	znaleźli	znaleźć	6	się	się	7	znaleźli się	znaleźć się	- Obyśmy Oby śmy jak najprędzej znaleźli się na wyspie - wtrącił Tomek .
VERB+PRON	Zaciągam	zaciągać	0	się	się	1	Zaciągam się	zaciągać się	Zaciągam się papierosem i próbuję przypomnieć sobie dawnego Dziedziuszkę .
PRON+VERB	się	się	23	przydać	przydać	24	się przydać	się przydać	Pewnie , nikomu tego nie życzę , Bośnia za ten niepewny jeszcze parasol zapłaciła straszną cenę , ale precedens już jest i może się przydać .
VERB+PRON	dawali	dawać	5	się	się	6	dawali się	dawać się	""" Przez dwa stulecia franciszkanie dawali się Żydom mocno we znaki ."
ADP+NOUN	we	w	9	znaki	znak	10	we znaki	w znak	""" Przez dwa stulecia franciszkanie dawali się Żydom mocno we znaki ."
