type	first_word	second_word
ADP+NOUN	na	kontynencie
ADJ+NOUN	Redakcyjny	lekarz
NOUN+VERB	lekarz	wyleczy
VERB+PRON	wyleczy	cię
ADP+NOUN	z	depresji
NOUN+NOUN	manii	wielkości
ADJ+NOUN	małego	członka
ADP+NOUN	do	spania
ADJ+NOUN	lewym	boku
ADP+NOUN	W	urzędzie
NOUN+ADJ	urzędzie	skarbowym
ADP+NOUN	o	formie
NOUN+NOUN	formie	opodatkowania
VERB+PRON	zadeklarujemy	się
NOUN+NOUN	płatnicy	podatku
ADP+NOUN	o	zmianie
NOUN+NOUN	zmianie	pracy
VERB+NOUN	piorąc	bieliznę
VERB+NOUN	wyławiała	lady
ADJ+NOUN	szczęśliwy	koniec
ADP+NOUN	do	lustra
ADP+NOUN	z	góry
NOUN+ADJ	przedsiębiorstwa	ogrzewcze
NOUN+VERB	wypadek	zamawiać
ADP+NOUN	w	elektrociepłowni
ADP+NOUN	z	zapasem
VERB+PRON	zakończył	się
ADJ+NOUN	krajowy	zjazd
ADJ+NOUN	dalszą	metę
NOUN+ADJ	działania	etyczne
VERB+NOUN	powiada	utylitarysta
NOUN+NOUN	członkowie	Rady
NOUN+NOUN	Rady	Ministrów
ADP+NOUN	z	efektów
NOUN+NOUN	efektów	wzrostu
NOUN+ADJ	wzrostu	gospodarczego
ADJ+NOUN	przyszłym	roku
ADJ+NOUN	pierwszej	kolejności
NOUN+VERB	kolejności	powinny
NOUN+NOUN	pracownicy	sfery
NOUN+ADJ	sfery	budżetowej
VERB+NOUN	Są	przypadki
ADJ+NOUN	młodych	chłopców
VERB+PRON	deprawują	się
ADP+NOUN	dla	pieniędzy
ADP+NOUN	z	udziałem
NOUN+NOUN	udziałem	sił
NOUN+ADJ	sił	demokratycznych
ADP+NOUN	w	społeczeństwie
NOUN+ADJ	społeczeństwie	palestyńskim
ADP+NOUN	w	części
NOUN+VERB	części	zrealizować
VERB+PRON	pochylił	się
VERB+PRON	pocałował	ją
ADP+NOUN	w	szyję
ADJ+NOUN	drugi	dom
ADP+NOUN	na	obywateli
ADJ+NOUN	zwane	taryfy
NOUN+ADJ	taryfy	pracownicze
ADP+NOUN	po	relegowaniu
ADP+NOUN	z	Politechniki
NOUN+ADJ	Politechniki	Warszawskiej
VERB+NOUN	podjął	studia
NOUN+ADJ	studia	inżynierskie
NOUN+NOUN	high	life
ADJ+NOUN	skrajna	nędza
ADP+NOUN	z	miasta
VERB+PRON	zastawała	ją
ADP+NOUN	na	czatach
ADP+NOUN	przy	drzwiach
ADP+NOUN	U	podstaw
VERB+ADP	leży	przede
NOUN+ADJ	budynek	lokatorski
ADP+NOUN	w	momencie
NOUN+PRON	przekazania	go
ADP+NOUN	z	kompozytorem
ADJ+NOUN	autobiograficznej	poezji
NOUN+NOUN	poezji	romantyków
NOUN+ADJ	pisarstwie	spowiedniczym
VERB+PRON	urodził	się
ADJ+NOUN	1893	roku
ADJ+NOUN	zamożnej	rodzinie
NOUN+ADJ	rodzinie	chłopskiej
ADJ+NOUN	same	gwiazdy
VERB+PRON	dyskutują	je
ADP+NOUN	z	trenerami
NOUN+NOUN	trenerami	głosu
VERB+NOUN	przedstawiają	producentowi
NOUN+VERB	producenci	dyskutują
ADP+NOUN	ze	stacją
ADP+NOUN	z	Radiem
NOUN+NOUN	Radiem	Zet
ADP+NOUN	na	końcu
ADP+NOUN	na	dobroduszność
NOUN+NOUN	dobroduszność	szpitala
ADJ+NOUN	ostatnie	tygodnie
NOUN+NOUN	tygodnie	generała
ADJ+NOUN	Wielkim	przeżyciem
ADP+NOUN	dla	generała
ADJ+PRON	zbliżające	się
NOUN+NOUN	rzecznik	odpowiedzialności
NOUN+ADJ	odpowiedzialności	zawodowej
ADP+NOUN	na	opinię
NOUN+NOUN	opinię	biegłego
VERB+NOUN	odmówił	wszczęcia
NOUN+NOUN	wszczęcia	postępowania
NOUN+ADJ	postępowania	dyscyplinarnego
VERB+PRON	Grożono	jej
NOUN+ADJ	pistoletem	gazowym
ADP+NOUN	W	niedziele
NOUN+VERB	czwartki	jadła
NOUN+ADJ	potrawy	mleczne
ADP+NOUN	w	soboty
ADP+NOUN	we	środy
NOUN+VERB	piątki	poprzestawała
ADP+NOUN	na	chlebie
ADJ+NOUN	33-letniemu	mężczyźnie
NOUN+NOUN	usiłowania	zabójstwa
NOUN+NOUN	zabójstwa	ochroniarza
NOUN+VERB	dni	balowała
ADJ+NOUN	najlepszym	koleżką
NOUN+VERB	Pies	był
ADP+NOUN	w	obroży
ADP+NOUN	za	piłką
ADJ+NOUN	Stary	pierdziel
ADP+NOUN	co	godzinę
VERB+NOUN	ślinił	ręce
VERB+PRON	cuchnie	mu
ADP+NOUN	z	ryja
ADP+NOUN	opodal	traktu
NOUN+ADJ	traktu	wiodącego
NOUN+VERB	razie	wybieram
ADJ+NOUN	chłodny	prysznic
ADJ+NOUN	duży	materiał
ADJ+NOUN	dużych	możliwościach
NOUN+ADJ	możliwościach	graficznych
VERB+NOUN	dowodzili	biegli
NOUN+ADJ	konkurs	krajowy
NOUN+VERB	planeta	wygląda
VERB+PRON	wygląda	mi
NOUN+NOUN	organy	ścigania
NOUN+VERB	Słuchacze	poznają
NOUN+NOUN	elementów	prawa
NOUN+ADJ	polityki	społecznej
NOUN+NOUN	pan	komisarz
ADJ+NOUN	spróchniałe	zęby
ADP+NOUN	o	odrzucenie
NOUN+NOUN	odrzucenie	projektu
NOUN+NOUN	projektu	budżetu
ADJ+NOUN	pierwszym	czytaniu
ADP+NOUN	na	pokładzie
ADJ+NOUN	latających	ryb
ADJ+NOUN	brytyjskiego	jachtu
ADP+NOUN	do	bazy
NOUN+NOUN	bazy	wyścigu
VERB+PRON	Scharakteryzuj	je
NOUN+ADJ	mechanizmami	obronnymi
VERB+NOUN	pijąc	alkohol
ADP+NOUN	w	oddziale
ADJ+NOUN	pierwszym	przypadku
NOUN+VERB	samorząd	chce
ADP+NOUN	od	skarbu
NOUN+NOUN	skarbu	państwa
ADJ+NOUN	niedoszacowaną	subwencję
ADJ+NOUN	ubiegły	rok
VERB+NOUN	Odkręcił	korek
VERB+PRON	oblał	się
ADJ+NOUN	Jednym	zdaniem
NOUN+NOUN	lektura	całości
ADJ+NOUN	legendarnej	powieści
ADP+NOUN	z	pewnością
ADJ+NOUN	niecodziennym	przeżyciem
NOUN+VERB	Dzieci	leżą
ADP+NOUN	w	oddziale
NOUN+NOUN	oddziale	noworodków
NOUN+VERB	mamy	mogą
ADJ+NOUN	jedno	wydarzenie
ADP+NOUN	do	postawienia
NOUN+NOUN	postawienia	prezesa
ADP+NOUN	przed	trybunałem
ADJ+NOUN	młodymi	mężczyznami
VERB+NOUN	wziąć	pieniądze
ADP+NOUN	od	pana
ADP+NOUN	z	zadań
ADJ+NOUN	odpowiednim	czasie
VERB+NOUN	Poklepał	chłopca
ADP+NOUN	po	ramieniu
VERB+NOUN	Szacuję	wartość
NOUN+NOUN	wartość	floty
ADJ+NOUN	kołobrzeskiego	armatora
ADP+NOUN	w	przypadku
VERB+ADP	opowiada	przy
NOUN+NOUN	Zdaniem	ekspertów
NOUN+ADJ	ekspertów	pytanych
ADJ+NOUN	nowe	prawo
NOUN+ADJ	prawo	farmaceutyczne
VERB+NOUN	spowoduje	odpływu
NOUN+NOUN	odpływu	reklamodawców
NOUN+ADJ	Związek	Zawodowy
ADP+NOUN	o	strajku
VERB+NOUN	zapowiada	przewodnicząca
NOUN+NOUN	przewodnicząca	związku
NOUN+NOUN	kwestia	czasu
ADJ+NOUN	wzmożoną	siłą
NOUN+ADJ	Praca	duszpasterska
ADJ+NOUN	bliższą	okolicą
ADP+NOUN	na	misjach
ADJ+NOUN	głównym	tematem
ADJ+NOUN	dalszej	części
ADP+NOUN	Wbrew	zastojowi
NOUN+ADJ	zastojowi	gospodarczemu
ADJ+NOUN	powszechnemu	kryzysowi
NOUN+NOUN	kryzysowi	wartości
ADP+NOUN	pod	tęczę
VERB+PRON	Przytknął	ją
ADP+NOUN	do	ucha
VERB+PRON	wyjaśnił	on
NOUN+NOUN	rodzaju	rakiety
ADP+NOUN	w	pobliżu
NOUN+VERB	miesięcy	okradali
VERB+NOUN	okradali	okolicę
ADJ+NOUN	skradzione	sprzęty
ADP+NOUN	w	domach
NOUN+NOUN	domach	rodziców
ADJ+NOUN	samobójczym	skoku
NOUN+VERB	skoku	ląduje
ADP+NOUN	na	proscenium
VERB+PRON	odsłania	się
ADJ+NOUN	pusta	widownia
ADJ+NOUN	toruńskiego	teatru
ADP+NOUN	ze	sceny
ADJ+NOUN	karygodne	zaniedbanie
ADP+NOUN	w	związku
NOUN+NOUN	rozszerzenie	uprawnień
NOUN+NOUN	uprawnień	samorządów
NOUN+NOUN	samorządów	mieszkańców
NOUN+NOUN	udział	kobiet
ADP+NOUN	na	rumowisku
VERB+NOUN	Ukończył	Wydział
NOUN+NOUN	Wydział	Dziennikarstwa
NOUN+ADJ	Nauk	Politycznych
NOUN+ADJ	Uniwersytetu	Warszawskiego
ADJ+NOUN	warsztatowej	nieporadności
ADP+NOUN	po	tysiąc
NOUN+NOUN	tysiąc	złotych
VERB+NOUN	mówi	minister
NOUN+NOUN	minister	rolnictwa
NOUN+VERB	wypadek	weźmiemy
VERB+PRON	weźmiemy	cię
ADP+NOUN	za	wielbłąda
ADP+NOUN	We	wtorek
ADJ+NOUN	silne	wiatry
NOUN+NOUN	stanu	wody
VERB+NOUN	zerwała	drogę
VERB+NOUN	uzasadnia	wybór
ADP+NOUN	z	pewnością
ADP+NOUN	na	wylot
NOUN+VERB	wylot	poznać
VERB+NOUN	podał	podporucznikowi
ADJ+NOUN	zapalonego	papierosa
VERB+PRON	wziął	go
ADJ+NOUN	mokrymi	palcami
NOUN+VERB	Fundacja	wylicza
VERB+PRON	wylicza	się
ADJ+NOUN	darowanych	sum
NOUN+VERB	ludzie	wierzą
ADP+NOUN	z	Orkiestry
ADP+NOUN	na	bok
ADJ+NOUN	marny	grosz
ADJ+NOUN	czwartą	lokatę
ADJ+NOUN	6	miejscu
NOUN+VERB	miejscu	uplasowali
VERB+PRON	uplasowali	się
NOUN+VERB	Radni	bulwersowali
VERB+PRON	bulwersowali	się
ADJ+NOUN	wybrana	lokalizacja
NOUN+VERB	miasto	chce
VERB+NOUN	kupić	działki
NOUN+NOUN	Większość	państw
NOUN+NOUN	państw	Dwunastki
VERB+NOUN	stwierdzał	akt
NOUN+NOUN	akt	oskarżenia
VERB+NOUN	porzucili	pielęgniarze
VERB+NOUN	byli	podsądni
NOUN+ADJ	podsądni	oddani
ADP+NOUN	z	mocy
NOUN+ADJ	decyzji	sądowej
ADP+NOUN	do	szpitala
ADP+NOUN	na	obserwację
NOUN+ADJ	Komendanta	wojewódzkiego
VERB+NOUN	uznali	wyspę
NOUN+NOUN	Część	budynków
NOUN+ADJ	budynków	wojskowych
VERB+NOUN	zaznaczyli	przedstawiciele
NOUN+NOUN	przedstawiciele	Agencji
NOUN+NOUN	Agencji	Mienia
NOUN+ADJ	Mienia	Wojskowego
ADJ+NOUN	obecny	zastój
ADP+NOUN	na	rynku
ADJ+NOUN	wyższe	ceny
ADJ+NOUN	pamiątkowe	monety
ADP+NOUN	z	okazji
ADJ+PRON	zbliżających	się
NOUN+NOUN	mistrzostw	świata
ADJ+NOUN	podobnymi	środkami
NOUN+NOUN	środkami	wyrazu
ADP+NOUN	obok	informacji
ADP+NOUN	o	rodzaju
NOUN+NOUN	rodzaju	filmu
NOUN+ADJ	ocena	moralna
ADP+NOUN	ze	względu
ADJ+NOUN	wysokie	wartości
NOUN+ADJ	wartości	moralne
ADP+NOUN	z	zastrzeżeniem
ADP+NOUN	Według	projektu
VERB+PRON	zmieni	się
ADP+NOUN	za	kwadrans
NOUN+NOUN	godziny	postoju
NOUN+VERB	czas	przebywał
VERB+PRON	dosypuje	mu
ADP+NOUN	do	jedzenia
VERB+PRON	pozwalają	mu
NOUN+VERB	osób	zauważa
ADJ+NOUN	niesamowity	paradoks
ADJ+NOUN	rządząca	partia
VERB+PRON	robi	wszystko
NOUN+VERB	opozycja	zbiera
VERB+NOUN	zbiera	siły
VERB+PRON	jednoczy	się
ADP+NOUN	na	złość
ADJ+NOUN	rządowy	budżet
NOUN+PRON	Docenianie	się
ADP+NOUN	za	piękno
NOUN+ADJ	piękno	zewnętrzne
NOUN+PRON	docenianie	się
ADP+NOUN	w	telewizorze
VERB+NOUN	przyznał	major
ADJ+NOUN	inteligentny	gość
ADP+NOUN	w	środku
NOUN+VERB	środku	rozgrywał
VERB+PRON	rozgrywał	się
NOUN+ADJ	sprawie	podejrzany
ADJ+NOUN	drugi	syn
ADJ+NOUN	odgrodzona	cegłami
ADJ+NOUN	Największe	jeziora
NOUN+NOUN	Panie	podchorąży
NOUN+ADJ	plac	Centralny
ADJ+NOUN	wszechobecna	symetria
ADJ+NOUN	wolne	przestrzenie
ADP+NOUN	w	historii
VERB+PRON	wyizolowało	się
ADP+NOUN	z	sytemu
NOUN+ADJ	sytemu	gospodarczego
NOUN+ADJ	bloku	wschodniego
ADP+NOUN	do	nędzy
ADP+NOUN	do	głodu
VERB+NOUN	ma	różnicy
ADP+NOUN	z	książką
NOUN+ADJ	metoda	oparta
ADP+NOUN	na	słowie
NOUN+ADJ	słowie	drukowanym
ADP+NOUN	W	pracy
ADP+NOUN	od	czasu
NOUN+NOUN	czasu	pójścia
ADP+NOUN	na	urlop
NOUN+ADJ	urlop	macierzyński
ADJ+NOUN	Ostatnia	wizyta
ADJ+NOUN	Następne	pytanie
NOUN+NOUN	urząd	prezydenta
ADP+NOUN	w	sprawie
VERB+NOUN	Odczuwam	ból
ADP+NOUN	w	mięśniu
NOUN+NOUN	mięśniu	nogi
VERB+NOUN	ocenił	obrońca
NOUN+NOUN	obrońca	Korony
ADJ+NOUN	Poważne	problemy
NOUN+VERB	problemy	występują
ADP+NOUN	na	styku
NOUN+NOUN	styku	pacjent
ADJ+NOUN	publiczna	służba
NOUN+NOUN	służba	zdrowia
ADJ+NOUN	najważniejszym	polu
VERB+NOUN	Trwa	proces
VERB+NOUN	zbywa	pytania
VERB+NOUN	widzę	możliwości
NOUN+NOUN	możliwości	obniżania
NOUN+NOUN	obniżania	stawek
NOUN+NOUN	stawek	podatku
NOUN+ADJ	podatku	dochodowego
ADP+NOUN	ze	względu
NOUN+ADJ	bilans	handlowy
ADJ+NOUN	Wrocławska	klinika
NOUN+NOUN	klinika	Akademii
NOUN+ADJ	Akademii	Medycznej
ADJ+NOUN	szerokich	horyzontach
VERB+NOUN	opuszczając	mikrofon
ADJ+NOUN	prowadzący	imprezę
NOUN+NOUN	dyrektor	Książnicy
NOUN+ADJ	Książnicy	Stargardzkiej
VERB+NOUN	mówią	lekarze
ADP+NOUN	W	zaborze
NOUN+ADJ	zaborze	rosyjskim
ADP+NOUN	po	śmierci
ADP+NOUN	w	zamachu
NOUN+ADJ	zamachu	terrorystycznym
ADJ+NOUN	gwałtowne	zaostrzenie
NOUN+NOUN	zaostrzenie	polityki
NOUN+ADJ	polityki	represyjnej
NOUN+NOUN	dziedzinach	życia
NOUN+ADJ	życia	publicznego
VERB+NOUN	Wystukują	rytm
ADP+NOUN	w	sejfie
VERB+NOUN	odsyłał	klucze
NOUN+ADJ	osoba	prywatna
ADJ+NOUN	cały	czas
NOUN+VERB	czas	pyta
NOUN+VERB	Dyrygent	pyta
VERB+NOUN	pyta	Wdowę
ADJ+NOUN	polską	zupę
ADJ+NOUN	polski	rosół
ADP+NOUN	z	koguta
VERB+NOUN	ma	kury
ADP+NOUN	z	kury
NOUN+ADJ	kury	lepszy
ADP+NOUN	z	koguta
ADP+NOUN	w	ogóle
NOUN+VERB	placówkę	powołał
ADJ+NOUN	przykra	zmiana
NOUN+NOUN	zmiana	kolorytu
NOUN+ADJ	kolorytu	emocjonalnego
ADP+NOUN	w	depresji
VERB+NOUN	uświadamia	choremu
NOUN+NOUN	obraz	świata
ADP+NOUN	w	ciemności
NOUN+NOUN	ciemności	depresji
NOUN+VERB	świat	wygląda
ADP+NOUN	z	powrotem
ADP+NOUN	po	premierze
NOUN+ADJ	osoba	wrażliwa
NOUN+VERB	dotykiem	chciała
NOUN+VERB	razy	przysnę
VERB+NOUN	przyrzeka	poprawę
ADP+NOUN	mimo	woli
VERB+NOUN	Jest	gotówka
ADP+NOUN	z	kieszeni
ADJ+NOUN	szerokich	spodni
ADJ+NOUN	wymiętych	szarawarów
ADJ+NOUN	grubą	kopertę
VERB+PRON	cytowała	coś
ADJ+NOUN	przytomniejącym	wzrokiem
NOUN+NOUN	wzrokiem	medium
ADP+NOUN	po	seansie
ADJ+NOUN	wirującym	stolikiem
ADJ+NOUN	kolejną	gonitwą
ADP+NOUN	na	padok
VERB+PRON	zaprezentują	się
ADP+NOUN	W	przypadku
NOUN+ADJ	kasy	lubuskiej
NOUN+NOUN	członkom	rady
ADP+NOUN	za	sznur
VERB+NOUN	znaleźć	chłopaków
ADP+NOUN	w	imię
NOUN+VERB	ideałów	reprezentować
VERB+NOUN	reprezentować	barwy
VERB+PRON	akredytowało	się
NOUN+ADJ	przekaz	medialny
ADJ+NOUN	nieodłączną	częścią
NOUN+NOUN	częścią	wojny
ADJ+NOUN	1877	roku
ADP+NOUN	na	wniosek
VERB+NOUN	nadano	miano
ADP+NOUN	dla	uczczenia
NOUN+NOUN	uczczenia	jubileuszu
NOUN+NOUN	jubileuszu	50-lecia
NOUN+NOUN	50-lecia	pracy
NOUN+NOUN	pracy	pisarza
VERB+NOUN	informuje	tablica
NOUN+ADJ	tablica	wmurowana
ADJ+NOUN	przeciwnej	stronie
NOUN+NOUN	stronie	potoku
VERB+PRON	wylogowuje	się
ADP+NOUN	z	systemu
NOUN+ADJ	zasoby	systemowe
ADP+NOUN	w	rezultacie
NOUN+NOUN	wydajność	komputera
VERB+PRON	traktowali	ją
NOUN+ADJ	napój	wzmagający
ADJ+NOUN	wzmagający	ducha
NOUN+ADJ	ducha	bojowego
ADP+NOUN	na	potencję
ADP+NOUN	Wbrew	intencjom
NOUN+NOUN	intencjom	zwolenników
VERB+PRON	może	ona
NOUN+ADJ	challenge	fasolkowy
ADP+NOUN	w	rządzie
NOUN+VERB	rządzie	robią
ADP+NOUN	w	grupie
ADP+NOUN	o	zakończeniu
ADJ+NOUN	ostatniej	scenie
NOUN+VERB	scenie	rzucała
VERB+PRON	rzucała	się
ADP+NOUN	z	dachu
NOUN+NOUN	dachu	wieżowca
NOUN+NOUN	trzon	grupy
ADJ+NOUN	okrutny	los
ADJ+NOUN	XVI	wieku
ADJ+NOUN	rozśpiewane	ptaszki
NOUN+VERB	ptaszki	trafiły
ADP+NOUN	na	pogórze
ADP+NOUN	w	miasteczku
ADJ+NOUN	uzdolnionych	wokalistów
VERB+PRON	alienował	się
ADP+NOUN	z	grupy
NOUN+NOUN	grupy	rówieśników
NOUN+ADJ	Autobus	wycieczkowy
ADJ+NOUN	wiozący	młodzież
ADP+NOUN	na	uroczystości
NOUN+ADJ	uroczystości	religijne
ADP+NOUN	w	lewo
VERB+NOUN	poinformował	oficer
NOUN+NOUN	oficer	dyżurny
NOUN+VERB	Sputnik	zawirował
ADP+NOUN	po	raz
NOUN+ADJ	raz	ostatni
VERB+PRON	zatrzymał	się
ADJ+NOUN	znudzonej	cywilizacji
NOUN+VERB	cywilizacji	brakowało
ADJ+NOUN	prawicowy	tygodnik
ADJ+NOUN	Nowe	Państwo
ADP+NOUN	w	zagłębiu
NOUN+ADJ	zagłębiu	miedziowym
VERB+NOUN	zaproponowała	odstrzał
ADJ+NOUN	niegrzecznych	myśliwych
NOUN+ADJ	myśliwych	polujących
ADP+NOUN	na	kuropatwy
VERB+NOUN	masz	świadków
ADJ+NOUN	indywidualne	modele
NOUN+NOUN	modele	socjalizmu
ADJ+NOUN	przedstawionych	punktach
ADJ+NOUN	solidarnej	akcji
NOUN+NOUN	Rachunek	prawdopodobieństwa
ADP+NOUN	z	ulgą
ADP+NOUN	na	bałagan
ADJ+NOUN	niezmienną	popularnością
NOUN+ADJ	człowiekiem	odważnym
ADP+NOUN	na	myśl
VERB+NOUN	czuł	mróz
NOUN+ADJ	mróz	chodzący
ADP+NOUN	po	kościach
NOUN+NOUN	Układy	automatyki
NOUN+NOUN	automatyki	ruchu
NOUN+NOUN	ruchu	elektrod
VERB+PRON	charakteryzować	się
ADJ+NOUN	większą	czułością
NOUN+NOUN	szybkością	działania
NOUN+ADJ	układy	stosowane
ADP+NOUN	w	urządzeniach
ADJ+NOUN	samym	brzegu
NOUN+VERB	brzegu	czekają
ADJ+NOUN	przycumowane	łańcuchami
ADJ+NOUN	Byli	członkowie
ADJ+NOUN	destrukcyjnej	grupy
VERB+PRON	oskarżają	go
ADP+NOUN	o	stosowanie
NOUN+NOUN	stosowanie	technik
NOUN+NOUN	prania	mózgu
NOUN+NOUN	izolowania	wyznawców
ADP+NOUN	od	rodzin
ADJ+NOUN	ciągła	podróż
ADP+NOUN	w	teraźniejszości
ADP+NOUN	po	mapach
NOUN+ADJ	mapach	nałożonych
ADJ+NOUN	nową	stację
NOUN+ADJ	stację	benzynową
VERB+NOUN	urządzili	maszt
NOUN+NOUN	maszt	telefonu
ADJ+NOUN	zabytkowy	dworek
ADJ+NOUN	dziwnym	uczuciem
ADP+NOUN	do	ręki
ADJ+NOUN	młodych	fotografików
ADP+NOUN	w	ramach
ADP+NOUN	w	matematyce
NOUN+PRON	odrywanie	się
ADP+NOUN	od	konkretu
VERB+NOUN	udowadniać	twierdzenia
NOUN+ADJ	twierdzenia	możliwe
ADP+NOUN	do	zastosowania
ADJ+NOUN	konkretnych	przypadkach
ADP+NOUN	w	saniach
NOUN+ADJ	saniach	zaprzężonych
NOUN+NOUN	pary	reniferów
ADJ+NOUN	okrągły	brzuszek
NOUN+VERB	brzuszek	trzęsie
VERB+PRON	trzęsie	się
NOUN+NOUN	miska	galaretki
ADP+NOUN	W	końcu
ADJ+NOUN	pierwsza	gwiazdka
VERB+PRON	wypatrzył	ją
ADP+NOUN	z	okna
ADJ+NOUN	Cała	nadzieja
ADP+NOUN	na	przerwanie
NOUN+NOUN	przerwanie	szaleństwa
NOUN+NOUN	szaleństwa	tworzenia
NOUN+NOUN	tworzenia	urzędów
NOUN+ADJ	urzędów	centralnych
ADP+NOUN	w	prezydencie
VERB+PRON	Nazywano	go
ADJ+NOUN	Leśnym	Człowiekiem
VERB+NOUN	chomikowała	rolki
ADP+NOUN	w	tapczanach
ADP+NOUN	w	pawlaczach
NOUN+VERB	Sejm	zniósł
VERB+NOUN	zniósł	abonament
NOUN+ADJ	abonament	radiowo
ADP+NOUN	dla	emerytów
NOUN+NOUN	klientów	opieki
NOUN+ADJ	opieki	społecznej
ADP+NOUN	do	kontrakcji
NOUN+VERB	kontrakcji	przystąpili
NOUN+NOUN	Uroczystość	wręczenia
NOUN+NOUN	wręczenia	nagrody
VERB+NOUN	urozmaicił	koncert
NOUN+NOUN	koncert	orkiestry
NOUN+NOUN	orkiestry	Filharmonii
NOUN+ADJ	Filharmonii	Koszalińskiej
NOUN+NOUN	Redukcja	zatrudnienia
NOUN+NOUN	pracowników	administracji
NOUN+NOUN	obsługi	produkcji
ADP+NOUN	w	dniu
NOUN+ADJ	dniu	20
ADJ+NOUN	20	listopada
ADP+NOUN	na	podstawie
VERB+PRON	wydzierżawił	mu
ADJ+NOUN	zabudowany	grunt
ADP+NOUN	podczas	pomiarów
NOUN+ADJ	pomiarów	przeprowadzonych
ADP+NOUN	w	latach
NOUN+ADJ	latach	1960
VERB+PRON	Czknęło	mu
VERB+NOUN	zasłonił	ręką
VERB+NOUN	pobudziło	czabanów
ADP+NOUN	do	wesołości
NOUN+ADJ	Ambasada	amerykańska
VERB+NOUN	odmówiła	komentarzy
ADP+NOUN	Do	końca
ADP+NOUN	z	września
NOUN+ADJ	sprzedaży	ubiegłorocznej
ADP+NOUN	przy	królu
NOUN+VERB	Ludzie	mijają
VERB+PRON	mijają	się
ADP+NOUN	bez	słowa
VERB+NOUN	mieszkają	drzwi
ADP+NOUN	w	drzwi
ADP+NOUN	do	poznawania
NOUN+PRON	poznawania	się
VERB+PRON	powiedzieć	coś
ADJ+NOUN	grzecznościowe	formuły
ADP+NOUN	po	jabłkach
NOUN+NOUN	klęski	urodzaju
ADP+NOUN	na	wołania
NOUN+ADJ	olej	arachidowy
ADP+NOUN	z	pestek
NOUN+NOUN	pestek	winogron
ADJ+NOUN	jedyne	tłuszcze
NOUN+ADJ	tłuszcze	roślinne
ADJ+NOUN	nienasyconej	konfiguracji
ADP+NOUN	pod	wpływem
ADJ+NOUN	wysokiej	temperatury
ADJ+NOUN	skomplikowanych	operacji
ADJ+NOUN	długotrwałej	adaptacji
NOUN+NOUN	adaptacji	organizmu
VERB+PRON	było	to
NOUN+NOUN	przekazywanie	prawd
NOUN+NOUN	prawd	wiary
NOUN+ADJ	wiary	chrześcijańskiej
ADJ+NOUN	innych	formach
ADP+NOUN	po	przejeździe
ADP+NOUN	pod	hasłem
VERB+PRON	czekają	nas
ADJ+NOUN	kolejne	obchody
ADP+NOUN	Podczas	śledztwa
ADP+NOUN	na	podstawie
ADJ+NOUN	skąpej	dokumentacji
NOUN+ADJ	dokumentacji	granicznej
VERB+NOUN	ujawnić	personalia
ADJ+NOUN	polskiego	kierowcy
ADP+NOUN	za	halucynację
VERB+PRON	pozostaje	mi
VERB+PRON	zalecić	mu
NOUN+ADJ	Tygodnik	Powszechny
NOUN+NOUN	uwagę	większości
NOUN+NOUN	większości	społeczeństwa
VERB+NOUN	zajmują	wydarzenia
NOUN+ADJ	wydarzenia	zachodzące
ADJ+NOUN	państwowej	nawie
VERB+NOUN	podnoszą	poziom
NOUN+NOUN	poziom	adrenaliny
ADP+NOUN	u	obywateli
NOUN+NOUN	działaczy	samorządów
NOUN+ADJ	samorządów	terytorialnych
ADP+NOUN	w	szpitalu
ADP+NOUN	o	wypisanie
ADP+NOUN	do	domu
ADP+NOUN	W	e-sporcie
NOUN+VERB	e-sporcie	jest
ADP+NOUN	w	sporcie
NOUN+ADJ	sporcie	prawdziwym
ADJ+NOUN	prawdziwym	e-sporcie
NOUN+VERB	e-sporcie	jest
VERB+PRON	jest	to
ADP+NOUN	w	sporcie
NOUN+ADJ	sporcie	analogowym
ADJ+NOUN	rozpuszczonego	wnuka
ADP+NOUN	z	tłumu
ADP+NOUN	w	siłowni
ADJ+NOUN	pozbawioną	sensu
VERB+PRON	zrobił	tego
NOUN+NOUN	Poseł	Unii
NOUN+NOUN	Unii	Wolności
NOUN+VERB	premier	powinien
VERB+NOUN	przedstawić	pomysł
ADJ+NOUN	dalsze	funkcjonowanie
ADJ+NOUN	całego	rządu
NOUN+VERB	komornik	poprzestanie
ADP+NOUN	na	aucie
ADJ+NOUN	byłego	ministra
NOUN+VERB	śledczy	kazali
VERB+NOUN	zabezpieczyć	majątek
NOUN+ADJ	majątek	wart
ADP+NOUN	w	namiocie
NOUN+NOUN	Prezes	spółdzielni
NOUN+ADJ	spółdzielni	mieszkaniowej
NOUN+ADJ	okoliczność	przesłuchiwany
NOUN+ADJ	błędu	prawnego
ADP+NOUN	w	system
NOUN+ADJ	system	operacyjny
ADJ+NOUN	dużej	liczby
ADJ+NOUN	różnych	narzędzi
NOUN+NOUN	grupa	uczniów
ADP+NOUN	w	niedzielę
ADJ+NOUN	pieszą	wycieczkę
NOUN+VERB	dzieci	zginęły
ADP+NOUN	o	mediach
VERB+NOUN	strzela	goli
VERB+PRON	ma	to
NOUN+VERB	los	przyniesie
ADJ+NOUN	rozżalony	szkoleniowiec
NOUN+NOUN	szkoleniowiec	Tarpana
VERB+PRON	opowiedziała	nam
ADP+NOUN	w	firmie
ADJ+NOUN	odróżniającej	pojęcia
