	type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
411	VERB+PRON	mieszczą	mieścić	16	się	się	17	mieszczą się	mieścić się	- Chciałem Chciał em tylko zwrócić twą uwagę na fakt , że złe duchy i potwory mieszczą się w takim oto zwykłym , maleńkim robaczku .
412	ADP+PRON	z	z	11	siebie	siebie	12	z siebie	z siebie	"W swoim Zeszycie wpisz tytuł "" Jestem słoniem - skala zadowolenia z siebie "" przerysuj skalę i po każdym etapie przypisz sobie odpowiednią ocenę ."
413	ADP+NOUN	w	w	2	czasach	czas	3	w czasach	w czas	"Tak było w czasach odrodzenia , kiedy to Savonarola , ponury mnich , mający "" nominację do świętości "" , kazał mieszkańcom Florencji rzucać na stos rześby i malowidła , uznane przez niego za sprośne , a przedstawiające nieraz znaczną wartość artystyczną ."
414	NOUN+NOUN	Akt	akt	0	oskarżenia	oskarżenie	1	Akt oskarżenia	akt oskarżenie	Akt oskarżenia trafił do sądu na początku 1995 roku .
415	ADP+NOUN	W	w	0	roli	rola	1	W roli	w rola	W roli trenera gospodarzy , przed miejscową publicznością , debiutował Mirosław Hajdo .
416	VERB+PRON	prezentują	prezentować	10	się	się	11	prezentują się	prezentować się	Postkomuniści , niegdyś żerujący na nostalgii za PRL-em , dziś prezentują się jako partia otwarta na Europę Zachodnią , kompetentna w sprawowaniu władzy i promująca rozsądne zmiany .
417	PART+VERB	nie	nie	5	macie	mieć	6	nie macie	nie mieć	Przecież przegraliście przegrali ście , nie macie już nikogo !
418	ADP+NOUN	na	na	34	sercu	serce	35	na sercu	na serce	Odkrycie , którego dokonała , nie powinno było jej do tego stopnia porazić , a jednak tak się stało : czuła , że coś się zawala , zapada , że do jej wszystkich ciężarów na sercu dokłada się jeszcze jeden , wcale nie mniejszy , ciężar jakiegoś zawodu i smutku , i świadomości , że z jej przyjaźni z Teresą także będą nici .
419	CCONJ+PRON	i	i	3	to	to	4	i to	i to	Zaczynają doceniać przyrodę i to , czym obdarzyła nas natura - piękne lasy , jeziora , rośliny , zwierzęta a nawet widoki
420	ADP+NOUN	w	w	21	oczy	oko	22	w oczy	w oko	Dlatego Hildegard , ilekroć przekraczała próg , zawsze przez krótką chwilę spoglądała na swe odbicie , przez moment patrzyła sobie prosto w oczy - dzień po dniu , miesiąc po miesiącu , rok po roku .
421	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem - mruknął Adamek , sięgając po sztucer .
422	ADP+NOUN	w	w	13	oczach	oko	14	w oczach	w oko	Jeśli test wychodził negatywny - smutniałam smutniała m i miałam miała m łzy w oczach bo nie było dzidziusia , a jednocześnie jakiś chochlik we mnie świergotał , że dobrze , że jeszcze mam trochę czasu na szaleństwa .
423	ADP+NOUN	z	z	6	prośbą	prośba	7	z prośbą	z prośba	Posłałem Posłał em do Arasyba Wagurę z prośbą , by czarownik dudnił w bęben bezustannie i głuszył bicie Akawojów .
424	VERB+PRON	zastanawia	zastanawiać	15	się	się	16	zastanawia się	zastanawiać się	- Ciekawe , dlaczego na chwilę przed wyborami pan minister stał się taki hojny - zastanawia się Artur Zawisza z PiS .
425	ADP+NOUN	w	w	15	składzie	skład	16	w składzie	w skład	Mooney pod wpływem głębokiej depresji musiał wrócić do Stanów Zjednoczonych , lecz ponownie pojawił się w składzie Can w drugiej połowie lat osiemdziesiątych , kiedy grupa reaktywowała się celem nagrania płyty Rite Time .
426	VERB+AUX	Zrobiła	zrobić	2	ś	być	3	Zrobiła ś	zrobić być	- Zrobiłaś Zrobiła ś ogólny zarys kolejnych etapów swojego życia , jednak jeśli pojawia się jakaś nęcąca okazja , chętnie odstępujesz od przyjętej linii postępowania - mówi Joni Johnston .
427	PART+VERB	nie	nie	4	ma	mieć	5	nie ma	nie mieć	- Nie tylko jej nie ma . . . ale . . . i naszych rzeczy także samo nie . . . ma - powiedział wolno Piskorszczak , zajrzawszy do szafy .
428	PART+VERB	nie	nie	17	ma	mieć	18	nie ma	nie mieć	Studenci medycyny alarmują z kolei , że w przyszłym roku będą musieli zdawać egzamin dyplomowy , a nie ma jeszcze jego kryteriów .
429	PART+VERB	nie	nie	26	chcą	chcieć	27	nie chcą	nie chcieć	Dzisiaj takiego starego Forda można kupić już za pięć-sześć tysięcy złotych i jeżdżą nimi na ogół ci , którzy potrzebują auta z dużym bagażnikiem , a nie chcą zbytnio afiszować się tym , że stać ich na lepsze .
430	ADP+ADJ	na	na	36	lepsze	dobry	37	na lepsze	na dobry	Dzisiaj takiego starego Forda można kupić już za pięć-sześć tysięcy złotych i jeżdżą nimi na ogół ci , którzy potrzebują auta z dużym bagażnikiem , a nie chcą zbytnio afiszować się tym , że stać ich na lepsze .
431	PART+VERB	Nie	nie	1	wierzę	wierzyć	2	Nie wierzę	nie wierzyć	– Nie wierzę w takie historie , Oleg .
432	ADP+ADV	na	na	1	tyle	tyle	2	na tyle	na tyle	Był na tyle inteligentny , że pojął , iż nie pomogą tu żadne targi .
433	PART+VERB	nie	nie	5	ma	mieć	6	nie ma	nie mieć	Na powiększanie sieci dróg ekspresowych nie ma pieniędzy .
434	PRON+VERB	się	się	8	zrobić	zrobić	9	się zrobić	się zrobić	Związek jako taki powinien zaserwować sprawę , powinna się zrobić rozróbka a potem powinno wszystko działać jak należy .
435	ADP+NOUN	Z	z	1	propozycją	propozycja	2	Z propozycją	z propozycja	"- Z propozycją współprowadzenia "" Lewiatana "" Wiesiek zwrócił się do mnie w 92 roku . - mówi Kurski ."
436	PART+VERB	nie	nie	3	wiem	wiedzieć	4	nie wiem	nie wiedzieć	Jestem tu od nie wiem jak dawna .
437	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie obserwacji z tylnej części dachu wysuwa się - wcześniej starannie ukryty - kilkumetrowej wysokości podnośnik hydrauliczny .
438	VERB+AUX	zrobił	zrobić	7	em	być	8	zrobił em	zrobić być	Zamiast ogólnych podsumowań festiwalu , co zrobiłem zrobił em już poniekąd w bieżących relacjach ( POLITYKA 20 i 21 ) , chciałbym chciał by m zatrzymać się przy kilku postaciach ekranowych , które wypadły najbardziej sugestywnie spośród setek pokazanych w tym roku w Cannes .
439	PART+VERB	nie	nie	12	chce	chcieć	13	nie chce	nie chcieć	Aspirant wyartykułował nieokreślony dźwięk , co miało dawać do zrozumienia , że nie chce mieszać się do sporu .
440	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma idealnego systemu .
441	DET+NOUN	swoje	swój	14	sprawy	sprawa	15	swoje sprawy	swój sprawa	Ale niektórzy z nich , w tym Lamberski , wręcz ubezwłasnowolnili się , powierzając swoje sprawy prawnikowi .
442	PART+VERB	nie	nie	12	wiedział	wiedzieć	13	nie wiedział	nie wiedzieć	Do usranej śmierci czekać by mogli , mówi Stefan Jadzi , gdyby nie wiedział , jak z ludźmi rozmawiać .
443	VERB+PRON	chciał	chcieć	2	się	się	3	chciał się	chcieć się	A może chciał się jeszcze Fryderyk pochylić nad mogiłą najmłodszej swej siostry , Emilki ?
444	ADP+NOUN	na	na	17	koniec	koniec	18	na koniec	na koniec	Skinąłem Skinął em ręką na Kasię , aby pozostała na miejscu , a sam pobiegłem pobiegł em na koniec półwyspu .
445	ADP+ADV	na	na	10	tyle	tyle	11	na tyle	na tyle	Przyszło mi do głowy , że jeżeli uda mi się na tyle opanować strach , aby na chwilę zatkać uszy i patrzeć tylko na wędrujące owady , zacznę myśleć z jakim takim sensem .
446	PART+VERB	Nie	nie	0	wiedziała	wiedzieć	1	Nie wiedziała	nie wiedzieć	Nie wiedziała .
447	ADV+ADV	jak	jak	4	daleko	daleko	5	jak daleko	jak daleko	Gdzie jest granica , jak daleko ksiądz może się zaangażować w działalność publiczną , polityczną ?
448	ADP+NOUN	w	w	11	ogień	ogień	12	w ogień	w ogień	Wtedy Bóg złapie to całe towarzystwo łącznie ze mną i wrzuci w ogień piekielny , a będzie tam płacz i zgrzytanie zębów .
449	CCONJ+PRON	i	i	8	to	to	9	i to	i to	- O naszym członkostwie w Unii zadecyduje polityka i to , kiedy Piętnastka zdecyduje się otworzyć na Wschód .
450	PART+VERB	nie	nie	12	wie	wiedzieć	13	nie wie	nie wiedzieć	W jaki sposób trafił na ul . Wilczą w Warszawie , już nie wie .
451	ADP+PRON	w	w	20	sobie	siebie	21	w sobie	w siebie	Wszystko zależy od tego , jaki program zawiera nasza podświadomość , na ile serio traktujemy swoje marzenia , czy podsycamy w sobie pragnienia i awersje , czy też pozwalamy sobie na pozytywne nastawienie , życzliwość wobec wszystkich istot , otwartość na zmiany .
452	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	W czasie tym Iran , wyczerpany , wyniszczony wiekowymi wojnami z Bizancjum , jest świeżo podbity przez Arabów , którzy zaczynają krzewić nową wiarę - islam .
453	PART+VERB	nie	nie	14	ma	mieć	15	nie ma	nie mieć	Izabela Dydowicz , szefowa jastrzębskiej prokuratury , przyznaje , że w tej chwili również nie ma dowodów i nie można aresztować młodych bandytów .
454	ADP+NOUN	W	w	0	czasie	czas	1	W czasie	w czas	"W czasie kiedy hakerzy należący do znanej brazylijskiej grupy piratów "" Crimeboys "" usiłowali dokonać włamania , strona była aktualizowana i dzięki temu zabezpieczona ."
455	ADP+PRON	ze	z	4	sobą	siebie	5	ze sobą	z siebie	Niosły teczki , rozprawiały ze sobą hałaśliwie , miały na głowach przekrzywione berety , pod ich nogami skrzypiał śnieg .
456	PART+VERB	nie	nie	10	dał	dać	11	nie dał	nie dać	"Cztery minuty później w sytuacji "" sam na sam "" nie dał się pokonać Madejowi Majdan ."
457	NOUN+NOUN	sekcja	sekcja	2	zwłok	zwłoki	3	sekcja zwłok	sekcja zwłoki	Jak wykazała sekcja zwłok , został on śmiertelnie pobity , m.in . drewnianym taboretem strzaskano mu głowę .
458	ADP+NOUN	po	po	64	głowie	głowa	65	po głowie	po głowa	Adaś mógł być pewny , że z każdych tarapatów wydostanie się po drabinie miłości matczynej , złapie go mama , gdy się potknie , utuli i nafaszeruje ptasim mleczkiem po ojcowskich razach , a gdy będzie tonął , Leokadia rzuci mu koło ratunkowe albo sama zamieni się w ponton o dużej wyporności i ruszy na ratunek , jak wówczas gdy na brzegu Bałtyku oberwał po głowie od silniejszego kolegi , który do tego zabrał mu wiaderko i łopatkę .
459	ADP+NOUN	w	w	3	czasie	czas	4	w czasie	w czas	Dodajmy , że w czasie wizyt papieża i przy innych okazjach nieraz przebywał w Polsce , jego korespondencje zaś z naszego kraju , również te pisane po proklamowaniu stanu wojennego , potwierdzając konserwatywne poglądy ich autora , udowodniły też , że jest dziennikarzem mającym szacunek dla faktów .
460	CCONJ+PRON	i	i	6	tego	to	7	i tego	i to	Także moje pytania dotyczą przedstawionego problemu i tego , aby wszyscy Polacy , mając swoich reprezentantów , mając to lobby - nie wiem , czy to jest odpowiednie słowo - wywarli presję , by niemieccy eurodeputowani nie blokowali na każdym szczeblu dyskusji na ten temat , bo jest to bardzo poważny problem .
461	PART+VERB	nie	nie	21	wiem	wiedzieć	22	nie wiem	nie wiedzieć	Także moje pytania dotyczą przedstawionego problemu i tego , aby wszyscy Polacy , mając swoich reprezentantów , mając to lobby - nie wiem , czy to jest odpowiednie słowo - wywarli presję , by niemieccy eurodeputowani nie blokowali na każdym szczeblu dyskusji na ten temat , bo jest to bardzo poważny problem .
462	PART+VERB	nie	nie	3	ma	mieć	4	nie ma	nie mieć	- Na Helu nie ma komisariatu policji - wyjaśnia Wądołowski .
463	ADP+NOUN	Na	na	0	koniec	koniec	1	Na koniec	na koniec	Na koniec 1996 roku deficyt budżetowy wystąpił w 21 miastach spośród 35 , chociaż planowało go aż 30 miast .
464	VERB+PRON	spotkała	spotkać	3	się	się	4	spotkała się	spotkać się	Ta wizja macierzyństwa spotkała się z polemiką ze strony działaczki pacyfistycznej i feministycznej Madeleine Vernet ( 1878 - 1949 ) .
465	VERB+PRON	wypowiada	wypowiadać	9	się	się	10	wypowiada się	wypowiadać się	13 . Żona prezydenta zawsze pierwsza wie , komu wypowiada się wojnę , jakie podatki będą obowiązywały w przyszłym roku i do jakiej telewizji przenosi się znany prezenter telewizyjny .
466	VERB+PRON	zdecyduje	zdecydować	10	się	się	11	zdecyduje się	zdecydować się	To , czy ponownie zasiądzie w ławach na Wiejskiej , zdecyduje się , już bez jej udziału , w dzień wyborów samorządowych – prawdopodobnie 27 października .
467	CCONJ+PRON	i	i	6	to	to	7	i to	i to	Mocno akcentuje swoją samowystarczalność , niezależność i to , że doskonale wie , czego chce .
468	ADP+PRON	ze	z	10	sobą	siebie	11	ze sobą	z siebie	Gdy zgasło światło , kamera pokazała , że zabawiali się ze sobą pod kołdrą .
469	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma miejsca dla mnie ? - zapytał brunet i spojrzał uważnie na szatniarza .
470	VERB+NOUN	ma	mieć	2	miejsca	miejsce	3	ma miejsca	mieć miejsce	- Nie ma miejsca dla mnie ? - zapytał brunet i spojrzał uważnie na szatniarza .
471	PART+VERB	nie	nie	35	ma	mieć	36	nie ma	nie mieć	- UE asygnuje bardzo dużo pieniędzy na subsydia dla rolników , a to nie jest wydajne . Rolnicy , rozleniwieni dopłatami nic nie produkują - twierdzili uczniowie , podając jednocześnie przykład Nowej Zelandii , gdzie nie ma dopłat , a rolnictwo rozwija się świetnie .
472	ADP+ADV	na	na	11	tyle	tyle	12	na tyle	na tyle	Z czasem w kraju powstał wolny rynek antykwaryczny i rozwinął się na tyle , że w 2000 roku Mielniczuk wykonał kolejny skok do przodu - z Paryża wrócił do Warszawy , choć miał obywatelstwo francuskie i dobrą sytuację finansową , bo we Francji z powodzeniem handlował nie tylko obrazami , lecz także nieruchomościami .
473	PART+VERB	Nie	nie	0	ma	mieć	1	Nie ma	nie mieć	Nie ma wojska bez generała i nie ma generała bez wojska .
474	PART+VERB	nie	nie	6	ma	mieć	7	nie ma	nie mieć	Nie ma wojska bez generała i nie ma generała bez wojska .
475	PART+VERB	nie	nie	9	chcąc	chcieć	10	nie chcąc	nie chcieć	Widziałam Widziała m , jak bardzo się stara , nie chcąc nam wyrządzić przykrości .
476	PART+VERB	nie	nie	2	widzi	widzieć	3	nie widzi	nie widzieć	Tego naprawdę nie widzi się codziennie , więc jeśli chcecie obejrzeć kolejną część , to łapki w górę i lajkujcie .
477	PART+VERB	Nie	nie	0	ma	mieć	1	Nie ma	nie mieć	Nie ma w Polsce drugiej osoby , która byłaby była by w takiej roli jak ja .
478	VERB+AUX	była	być	9	by	by	10	była by	być by	Nie ma w Polsce drugiej osoby , która byłaby była by w takiej roli jak ja .
479	ADP+NOUN	na	na	10	scenie	scena	11	na scenie	na scena	Jaro pofatygował się zadośćuczynić życzeniu klienta , a tymczasem dziewczyny na scenie dały spokój rurce .
480	PART+VERB	Nie	nie	0	mamy	mieć	1	Nie mamy	nie mieć	Nie mamy wystarczających środków transportu ani łączności , aby odpowiednio zareagować w takiej sytuacji .
481	PART+VERB	Nie	nie	0	ma	mieć	1	Nie ma	nie mieć	Nie ma nic gorszego niż deszcz i mgła .
482	ADP+ADV	na	na	1	tyle	tyle	2	na tyle	na tyle	To na tyle mało , że będzie Pan mógł startować jeszcze w innych konkursach .
483	ADP+NOUN	na	na	7	cel	cel	8	na cel	na cel	Zanim pomyślałem pomyślał em o naprowadzeniu armaty na cel , granaty powybuchały i znów przestałem przestał em cokolwiek widzieć .
484	PART+VERB	nie	nie	10	wiesz	wiedzieć	11	nie wiesz	nie wiedzieć	- Tylko ja o tym wiem , a ty jeszcze nie wiesz .
485	VERB+ADP	jesteśmy	być	6	w	w	7	jesteśmy w	być w	Ale do katastrofy nie dochodzi , jesteśmy w końcu w teatrze .
486	ADP+NOUN	w	w	28	czasie	czas	29	w czasie	w czas	Jeszcze bardziej testy skomplikuje stosowanie różnych manekinów : amerykański manekin mierzy skalę możliwych obrażeń głowy i klatki piersiowej ; europejski manekin dodatkowo będzie mierzyć wpływ różnych sił działających w czasie wypadku na pasażerów .
487	ADP+NOUN	na	na	3	scenie	scena	4	na scenie	na scena	O godzinie 17.00 na scenie zagości zespół Dwa Kamraty , znany ze śląskich rozgłośni radiowych .
488	ADP+NOUN	Przed	przed	0	sądem	sąd	1	Przed sądem	przed sąd	Przed sądem chce też udowodnić , że miał pieniądze na podwyżki dla lekarzy .
489	ADP+ADV	na	na	5	tyle	tyle	6	na tyle	na tyle	- On czuje się już na tyle mocny , że już nawet o własnych siłach poszedł do szkoły odebrać świadectwo - tata z radością obserwuje przemianę Wojtka .
490	PART+VERB	nie	nie	31	miało	mieć	32	nie miało	nie mieć	U podstaw tej różnicy leży przede wszystkim fakt , że dom ten po wyprowadzeniu się Szymanowskiego był użytkowany jako budynek lokatorski , stąd też jego wnętrze w momencie przekazania go muzeum nie miało z kompozytorem wiele wspólnego .
491	ADP+PRON	ze	z	17	sobą	siebie	18	ze sobą	z siebie	Najpierw propozycje składają same gwiazdy , dyskutują je z trenerami głosu , przedstawiają producentowi , producenci dyskutują ze sobą , potem ze stacją Polsat , potem z Radiem Zet , na końcu z Markiem Sierockim - czy Polak to kupi , czy nie .
492	ADP+NOUN	na	na	30	końcu	koniec	31	na końcu	na koniec	Najpierw propozycje składają same gwiazdy , dyskutują je z trenerami głosu , przedstawiają producentowi , producenci dyskutują ze sobą , potem ze stacją Polsat , potem z Radiem Zet , na końcu z Markiem Sierockim - czy Polak to kupi , czy nie .
493	VERB+AUX	było	być	7	by	by	8	było by	być by	W tym pierwszym przypadku bardzo łatwo byłoby było by zdemaskować , że to o czym próbują powiedzieć jest sztuczne , nienaturalne , wyssane z szóstego palca ręki .
494	ADP+PRON	o	o	13	czym	co	14	o czym	o co	W tym pierwszym przypadku bardzo łatwo byłoby było by zdemaskować , że to o czym próbują powiedzieć jest sztuczne , nienaturalne , wyssane z szóstego palca ręki .
495	NOUN+NOUN	akt	akt	2	oskarżenia	oskarżenie	3	akt oskarżenia	akt oskarżenie	"Jak stwierdzał akt oskarżenia : "" Obowiązki swe porzucili pielęgniarze i pielęgniarki nawet w tych oddziałach , w których byli ciężko chorzy , furiaci oraz tam , gdzie byli podsądni oddani z mocy decyzji sądowej do szpitala na obserwację "" ."
496	PRON+VERB	się	się	15	czuje	czuć	16	się czuje	się czuć	"Docenianie się za piękno zewnętrzne nie jest tak istotne jak docenianie się za to że się czuje , egzystuje , "" toczy "" po tym świecie ."
497	PART+VERB	nie	nie	3	ma	mieć	4	nie ma	nie mieć	Ale dla mnie nie ma różnicy między Włochem , Polakiem czy Węgrem .
498	PART+VERB	Nie	nie	0	widzę	widzieć	1	Nie widzę	nie widzieć	Nie widzę możliwości obniżania stawek podatku dochodowego - przede wszystkim ze względu na bilans handlowy i płatniczy .
499	PART+VERB	nie	nie	20	ma	mieć	21	nie ma	nie mieć	Dyrygent pyta Wdowę , czy ma ochotę na polską zupę , na polski rosół , z koguta , jak już nie ma kury , bo z kury lepszy , wiadomo , bo nie tak tłusty , a z koguta , wiadomo , tłusty , ale lepszy taki niż w ogóle żaden .
500	ADP+PRON	o	o	23	czym	co	24	o czym	o co	W 1877 roku na wniosek Walerego Eljasza - Radzikowskiego zwężeniu temu nadano miano Bramy Kraszewskiego , dla uczczenia jubileuszu 50-lecia pracy pisarza , o czym informuje tablica wmurowana po przeciwnej stronie potoku .
501	ADP+PRON	o	o	15	co	co	16	o co	o co	To challenge fasolkowy , nawet nie muszę oglądać żadnego filmu , żeby domyślić się , o co chodzi , ale co tam , zerkam .
502	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem jednak , co robić dalej .
503	VERB+PRON	rzucała	rzucać	18	się	się	19	rzucała się	rzucać się	Dziś dyskutowaliśmy dyskutowali śmy w grupie o zakończeniu i czy właściwe jest , by pani w ostatniej scenie rzucała się z dachu wieżowca , a ponieważ trzon grupy znalazł się na Stwosza , więc kontynuowaliśmy kontynuowali śmy i tym sposobem Milena także poznała okrutny los niejakiej Lidki Borowskiej .
504	PART+VERB	nie	nie	8	masz	mieć	9	nie masz	nie mieć	- Jajeczny , ja ci mówię , że nie masz świadków .
505	VERB+PRON	mijają	mijać	1	się	się	2	mijają się	mijać się	Ludzie mijają się czasem latami bez słowa , chociaż mieszkają drzwi w drzwi , nieskorzy jesteśmy do poznawania się nawzajem , bardzo nam trudno się przełamać , powiedzieć coś więcej niż grzecznościowe formuły .
506	PRON+VERB	się	się	8	ma	mieć	9	się ma	się mieć	- Jak się nie strzela goli , to się ma to co los przyniesie - stwierdził rozżalony szkoleniowiec Tarpana .
507	ADP+ADV	na	na	39	tyle	tyle	40	na tyle	na tyle	Zagrała mroczna , szeleszcząca jak pustynny piasek muzyka Koniecznego , a między jeżdżącymi w górę i w dół częściami scenografii Mądzika poczęły się majestatycznie przesuwać piękne kostiumy Zofii de Ines , ledwo , ledwo wyłaniające się z mroków , na tyle jednak , abyśmy aby śmy docenili wysmakowany projekt .
508	ADP+NOUN	w	w	3	życiu	życie	4	w życiu	w życie	Sandra pierwszy raz w życiu jest na dworcu .
509	NOUN+VERB	zdaniem	zdanie	30	ma	mieć	31	zdaniem ma	zdanie mieć	Jeżeli nawet fundamentalny moralny i cywilizacyjny dylemat dostępu do opieki medycznej i jej finansowania oraz system podatkowy i wydatki państwa sygnatariusze uważają za sprawy dla fachowców , to czemu ich zdaniem ma służyć polityka ?
510	ADP+NOUN	przed	przed	7	sądem	sąd	8	przed sądem	przed sąd	Kierowca ciężarówki powiedział nam wczoraj , iż przed sądem będzie się domagał odszkodowania od zarządcy drogi .
511	PART+VERB	nie	nie	15	chcesz	chcieć	16	nie chcesz	nie chcieć	Ale po dwóch złotych medalach w Trieście i przed tobą otwiera się - chcesz czy nie chcesz - szansa by podbić świat .
512	PART+VERB	nie	nie	9	wiedziała	wiedzieć	10	nie wiedziała	nie wiedzieć	- Pani oczywiście też nic wcześniej o tej wszczepce nie wiedziała - mruknął zgryźliwie , niezdolny powstrzymać się od desperackich uszczypliwości .
513	ADP+NOUN	W	w	0	stanie	stan	1	W stanie	w stan	W stanie obrzydzenia przyprawiającego o nowe mdłości nie zauważył nawet , że wielki ból zaczyna z wolna zanikać .
514	PART+VERB	nie	nie	5	wiesz	wiedzieć	6	nie wiesz	nie wiedzieć	To bardzo denerwujące , bo nie wiesz , o czym mówisz .
515	ADP+PRON	o	o	8	czym	co	9	o czym	o co	To bardzo denerwujące , bo nie wiesz , o czym mówisz .
516	VERB+PRON	ma	mieć	2	się	się	3	ma się	mieć się	Ale jak ma się takiego aniołka , to jakąś cenę trzeba za to zapłacić .
517	ADP+NOUN	na	na	20	kontach	konto	21	na kontach	na konto	Mimo dużego zamieszania na rynku międzybankowym z powodu kryzysu zaufania , sektor przedsiębiorstw wydaje się dosyć odporny , bo zakumulował na kontach bankowych środki pieniężne , które stanowią teraz dogodną poduszkę płynnościową dla amortyzacji trudności z dostępem do finansowania zewnętrznego .
518	NOUN+ADJ	ciąg	ciąg	23	dalszy	daleki	24	ciąg dalszy	ciąg daleki	"Czy po czystce wśród ambasadorów , których odwołano z powodu "" utraty zaufania "" , a konkretnie współpracy ze służbami specjalnymi , nastąpi ciąg dalszy zwolnień w MSZ ?"
519	ADP+NOUN	w	w	19	gardło	gardło	20	w gardło	w gardło	Przyniosłem Przyniosł em z piwnicy albumy rodzinne , usiadłem usiadł em z flaszką whisky Canadian Club i waląc prosto w gardło złocisty napój , patrzyłem patrzył em na nasze zdjęcia , żeby odczarować tamten obraz .
520	NOUN+VERB	prawo	prawo	20	ma	mieć	21	prawo ma	prawo mieć	Bo przecież - jak czytamy w uzasadnieniu do projektu rządowego - to Unia Europejska zdecydowała za nas , że takie prawo ma obowiązywać .
521	PART+VERB	nie	nie	6	ma	mieć	7	nie ma	nie mieć	- Moja babcia żałuje , że nie ma już tradycji spotykania się w sąsiedztwie i wspólnego śpiewania piosenek - relacjonowała publiczności jedna z dziewczynek .
522	VERB+PRON	zebrał	zebrać	21	się	się	22	zebrał się	zebrać się	Akurat wtedy , gdy kadrowicze rozpakowywali w Warszawie swój sprzęt po powrocie ze zgrupowania w Barsinghausen , w kościele w Kazimierzu zebrał się tłum wiernych , który modlił się o powodzenie naszej drużyny w zbliżających się mistrzostwach świata .
523	VERB+PRON	ukazał	ukazać	7	się	się	8	ukazał się	ukazać się	Od 1930 roku , kiedy to potwór ukazał się po raz pierwszy , tysiące ludzi zapewniało , że go widziało .
524	PART+VERB	Nie	nie	0	daj	dać	1	Nie daj	nie dać	Nie daj się schwytać , nie daj się otropić .
525	VERB+PRON	daj	dać	1	się	się	2	daj się	dać się	Nie daj się schwytać , nie daj się otropić .
526	PART+VERB	nie	nie	5	daj	dać	6	nie daj	nie dać	Nie daj się schwytać , nie daj się otropić .
527	VERB+PRON	daj	dać	6	się	się	7	daj się	dać się	Nie daj się schwytać , nie daj się otropić .
528	PART+VERB	nie	nie	1	wiem	wiedzieć	2	nie wiem	nie wiedzieć	Choćby nie wiem jak bardzo niezliczone były istoty czujące - ślubuję je wyzwolić .
529	PART+VERB	nie	nie	13	życzy	życzyć	14	nie życzy	nie życzyć	Jej życzenia zbiły mnie z tropu ; kto jak kto , ale Mette nie życzy nikomu dobrze , nie widząc w tym swojego dobra .
530	PART+VERB	nie	nie	18	widząc	widzieć	19	nie widząc	nie widzieć	Jej życzenia zbiły mnie z tropu ; kto jak kto , ale Mette nie życzy nikomu dobrze , nie widząc w tym swojego dobra .
531	VERB+PRON	ciągnęła	ciągnąć	6	się	się	7	ciągnęła się	ciągnąć się	Potem przemawiali inni mówcy i debata ciągnęła się przez następną godzinę .
532	VERB+PRON	spotkają	spotkać	3	się	się	4	spotkają się	spotkać się	Twoje dalekosiężne projekty spotkają się ze zrozumieniem najbliższej osoby .
533	PART+VERB	nie	nie	7	ma	mieć	8	nie ma	nie mieć	Łukasz rozbija moje złudzenia : powyżej czterdziestki nie ma targetu .
534	ADP+PRON	O	o	0	co	co	1	O co	o co	O co poszło ?
535	ADP+NOUN	z	z	43	końca	koniec	44	z końca	z koniec	"Z perspektywy tego czasu , który dzieli nas od tamtych gorących ostatnich dni sesji można już - i chyba trzeba - podjąć próbę bardziej spokojnej niż wówczas oceny tego , w jakiej mierze usprawiedliwiony był tamten niepokój i rozgoryczenie cechujące wszystkie prawie sprawozdania z końca trzeciej sesji ; jak duża była ta "" kropla goryczy "" na tle ustalającej się coraz bardziej świadomości o ogromnych , niezaprzeczalnych dotychczasowych osiągnięciach Soboru ."
536	ADP+PRON	ze	z	3	sobą	siebie	4	ze sobą	z siebie	I koniecznie zabierz ze sobą jakąś książkę .
537	ADP+PRON	w	w	3	sobie	siebie	4	w sobie	w siebie	Wszystkiego doszukać się w sobie .
538	ADP+NOUN	w	w	21	oczy	oko	22	w oczy	w oko	- Nie mam śmiałości - krygował się nadal fryzjer - a mam wielką prośbę do pana literata - i spozierał niepewnie w oczy Stefana .
539	ADP+NOUN	w	w	13	słowach	słowo	14	w słowach	w słowo	Zrozpaczona matka nie może sobie darować , że nie odczytała wezwania na pomoc w słowach dziecka .
540	PART+VERB	nie	nie	3	chcą	chcieć	4	nie chcą	nie chcieć	A jednak jakoś nie chcą mnie kąsać te paskudy ! - myślał stąpając ostrożnie .
541	ADP+NOUN	w	w	11	oczach	oko	12	w oczach	w oko	To jakby płonęło mi 50 lat życia - opowiada ze łzami w oczach .
542	ADP+PRON	o	o	24	czym	co	25	o czym	o co	Przyjaciółka , Barbara Limanowska , wie , co mówi , należy do matek - założycielek polskiego ruchu feministycznego , a matek należy słuchać ( o czym pouczają feministki ) .
