mwe_type	first_word	first_word_id	second_word	second_word_id	mwe	sentence	is_correct	dataset_type	complete_mwe_in_sent	prediction
VERB+PRON	zaznacza	3	się	4	zaznacza się	Wyraźne ocieplenie klimatu zaznacza się nasileniem różnych zjawisk ekstremalnych .	0	test	1	1
ADJ+NOUN	różnych	6	zjawisk	7	różnych zjawisk	Wyraźne ocieplenie klimatu zaznacza się nasileniem różnych zjawisk ekstremalnych .	0	test	1	0
NOUN+ADJ	zjawisk	7	ekstremalnych	8	zjawisk ekstremalnych	Wyraźne ocieplenie klimatu zaznacza się nasileniem różnych zjawisk ekstremalnych .	0	test	1	0
ADP+NOUN	na	7	skutek	8	na skutek	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
NOUN+NOUN	działań	9	prezydenta	10	działań prezydenta	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
ADP+NOUN	po	17	spotkaniu	18	po spotkaniu	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
ADP+NOUN	z	19	przedstawicielami	20	z przedstawicielami	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
NOUN+NOUN	przedstawicielami	20	środowiska	21	przedstawicielami środowiska	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
NOUN+ADJ	środowiska	21	naukowego	22	środowiska naukowego	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
NOUN+ADJ	amnestii	29	maturalnej	30	amnestii maturalnej	"To nie są decyzje , które zapadają na skutek działań prezydenta - mówił wczoraj Lech Kaczyński , po spotkaniu z przedstawicielami środowiska naukowego , którzy domagają się zablokowania "" amnestii maturalnej "" ."	0	test	1	0
NOUN+NOUN	dyrektor	3	Instytutu	4	dyrektor Instytutu	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
NOUN+NOUN	Instytutu	4	Rozwoju	5	Instytutu Rozwoju	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
NOUN+NOUN	Rozwoju	5	Służb	6	Rozwoju Służb	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
NOUN+ADJ	Służb	6	Społecznych	7	Służb Społecznych	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
NOUN+NOUN	wiceminister	9	pracy	10	wiceminister pracy	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
ADP+NOUN	w	11	rządzie	12	w rządzie	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
ADP+NOUN	z	24	problemami	25	z problemami	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
NOUN+NOUN	problemami	25	niepełnosprawności	26	problemami niepełnosprawności	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
ADJ+NOUN	powszechnej	28	świadomości	29	powszechnej świadomości	Joanna Staręga-Piasek , dyrektor Instytutu Rozwoju Służb Społecznych , wiceminister pracy w rządzie Jerzego Buzka , docenia Dymną za to , że przebiła się z problemami niepełnosprawności do powszechnej świadomości .	0	test	1	0
ADP+NOUN	Na	0	koniec	1	Na koniec	Na koniec upycha je w tajemnicy przed nami do jakiegoś schowka , paznokcie śrubokrętem przeczyści i kładzie się spać .	0	test	1	0
NOUN+VERB	koniec	1	upycha	2	koniec upycha	Na koniec upycha je w tajemnicy przed nami do jakiegoś schowka , paznokcie śrubokrętem przeczyści i kładzie się spać .	0	test	1	0
VERB+PRON	upycha	2	je	3	upycha je	Na koniec upycha je w tajemnicy przed nami do jakiegoś schowka , paznokcie śrubokrętem przeczyści i kładzie się spać .	0	test	1	0
ADP+NOUN	w	4	tajemnicy	5	w tajemnicy	Na koniec upycha je w tajemnicy przed nami do jakiegoś schowka , paznokcie śrubokrętem przeczyści i kładzie się spać .	0	test	1	0
NOUN+VERB	śrubokrętem	13	przeczyści	14	śrubokrętem przeczyści	Na koniec upycha je w tajemnicy przed nami do jakiegoś schowka , paznokcie śrubokrętem przeczyści i kładzie się spać .	0	test	1	0
VERB+PRON	kładzie	16	się	17	kładzie się	Na koniec upycha je w tajemnicy przed nami do jakiegoś schowka , paznokcie śrubokrętem przeczyści i kładzie się spać .	0	test	1	1
ADP+NOUN	w	2	domach	3	w domach	- Praktycznie w domach nie mieszkamy .	0	test	1	0
NOUN+VERB	Łoś	0	podniósł	1	Łoś podniósł	Łoś podniósł łeb .	0	test	1	0
VERB+NOUN	podniósł	1	łeb	2	podniósł łeb	Łoś podniósł łeb .	0	test	1	0
ADJ+NOUN	planowej	5	gospodarki	6	planowej gospodarki	Trzeba je traktować jako sukces planowej gospodarki socjalistycznej , która doprowadziła do rozwoju przemysłu w całym kraju .	0	test	1	0
NOUN+ADJ	gospodarki	6	socjalistycznej	7	gospodarki socjalistycznej	Trzeba je traktować jako sukces planowej gospodarki socjalistycznej , która doprowadziła do rozwoju przemysłu w całym kraju .	0	test	1	0
ADP+NOUN	do	11	rozwoju	12	do rozwoju	Trzeba je traktować jako sukces planowej gospodarki socjalistycznej , która doprowadziła do rozwoju przemysłu w całym kraju .	0	test	1	0
NOUN+NOUN	rozwoju	12	przemysłu	13	rozwoju przemysłu	Trzeba je traktować jako sukces planowej gospodarki socjalistycznej , która doprowadziła do rozwoju przemysłu w całym kraju .	0	test	1	0
ADJ+NOUN	całym	15	kraju	16	całym kraju	Trzeba je traktować jako sukces planowej gospodarki socjalistycznej , która doprowadziła do rozwoju przemysłu w całym kraju .	0	test	1	0
VERB+PRON	szkolą	8	się	9	szkolą się	Jednak herculesy będą stacjonowały w Powidzu i obecnie szkolą się do ich obsługi eksperci wojskowi .	0	test	1	1
NOUN+ADJ	eksperci	13	wojskowi	14	eksperci wojskowi	Jednak herculesy będą stacjonowały w Powidzu i obecnie szkolą się do ich obsługi eksperci wojskowi .	0	test	1	0
ADP+NOUN	Po	0	upieczeniu	1	Po upieczeniu	Po upieczeniu kroimy w plastry i podajemy jako dodatek na gorąco lub na zimno .	0	test	1	0
NOUN+VERB	upieczeniu	1	kroimy	2	upieczeniu kroimy	Po upieczeniu kroimy w plastry i podajemy jako dodatek na gorąco lub na zimno .	0	test	1	0
ADP+NOUN	w	3	plastry	4	w plastry	Po upieczeniu kroimy w plastry i podajemy jako dodatek na gorąco lub na zimno .	0	test	1	0
ADJ+NOUN	samym	1	końcu	2	samym końcu	Na samym końcu policjanci ujawnili głównego dostawcę narkotyków .	0	test	1	0
NOUN+VERB	policjanci	3	ujawnili	4	policjanci ujawnili	Na samym końcu policjanci ujawnili głównego dostawcę narkotyków .	0	test	1	0
ADJ+NOUN	głównego	5	dostawcę	6	głównego dostawcę	Na samym końcu policjanci ujawnili głównego dostawcę narkotyków .	0	test	1	0
NOUN+NOUN	dostawcę	6	narkotyków	7	dostawcę narkotyków	Na samym końcu policjanci ujawnili głównego dostawcę narkotyków .	0	test	1	0
ADP+NOUN	co	3	dzień	4	co dzień	- Dzień jak co dzień - powiedział nam jeden z inwestorów .	0	test	1	0
VERB+PRON	powiedział	6	nam	7	powiedział nam	- Dzień jak co dzień - powiedział nam jeden z inwestorów .	0	test	1	0
ADP+NOUN	z	9	inwestorów	10	z inwestorów	- Dzień jak co dzień - powiedział nam jeden z inwestorów .	0	test	1	0
VERB+NOUN	podając	3	ręki	4	podając ręki	Usiadł , nie podając ręki .	0	test	1	1
ADP+NOUN	w	11	okolicach	12	w okolicach	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
NOUN+VERB	kilometrów	18	myślała	19	kilometrów myślała	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
ADP+NOUN	w	24	milczeniu	25	w milczeniu	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
ADJ+NOUN	hipnotycznym	29	wzrokiem	30	hipnotycznym wzrokiem	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
ADJ+NOUN	największego	31	komara	32	największego komara	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
NOUN+ADJ	komara	32	przyklejonego	33	komara przyklejonego	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
ADJ+NOUN	przedniej	35	szyby	36	przedniej szyby	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
ADJ+NOUN	tylnym	42	siedzeniu	43	tylnym siedzeniu	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
ADP+NOUN	na	49	drodze	50	na drodze	– Masz przy sobie komórkę ? – zapytała Felicyta - Katarzyna w okolicach Płońska ; od jakichś dwustu kilometrów myślała o czymś usilnie , w milczeniu , świdrując swoim hipnotycznym wzrokiem największego komara przyklejonego do przedniej szyby ; Tońcia drzemała spokojnie na tylnym siedzeniu , Maryla starała się skupić na drodze .	0	test	1	0
VERB+NOUN	straciwszy	7	równowagę	8	straciwszy równowagę	Omal nie spadłem spadł em , kiedy straciwszy równowagę przytrzymałem przytrzymał em się świętego , chwyciwszy go wpół .	0	test	1	0
VERB+PRON	chwyciwszy	15	go	16	chwyciwszy go	Omal nie spadłem spadł em , kiedy straciwszy równowagę przytrzymałem przytrzymał em się świętego , chwyciwszy go wpół .	0	test	1	0
ADP+NOUN	w	1	pamięci	2	w pamięci	Tkwią w pamięci o wiele mocniej niż w życiu , z którego zapewne wielu z nich już odeszło .	0	test	1	0
ADP+NOUN	w	7	życiu	8	w życiu	Tkwią w pamięci o wiele mocniej niż w życiu , z którego zapewne wielu z nich już odeszło .	0	test	1	0
ADP+NOUN	na	4	służbie	5	na służbie	- Ja jestem zawsze na służbie .	0	test	1	0
VERB+PRON	szykuje	12	się	13	szykuje się	Pan , zdaje się , o ile mnie pamięć nie myli , szykuje się na medycynę .	0	test	1	1
ADP+NOUN	na	14	medycynę	15	na medycynę	Pan , zdaje się , o ile mnie pamięć nie myli , szykuje się na medycynę .	0	test	1	0
ADJ+NOUN	ostatecznego	12	stadium	13	ostatecznego stadium	"Co zrozumiałe , nihilizm Stirnera sam siebie rozpoznawał i afirmował jako emanację ostatecznego stadium procesu dziejowego , w którym nastąpić ma faktyczne zerwanie z wszelką formą "" zaświatowości "" i "" rządami Ducha "" ."	0	test	1	0
NOUN+NOUN	stadium	13	procesu	14	stadium procesu	"Co zrozumiałe , nihilizm Stirnera sam siebie rozpoznawał i afirmował jako emanację ostatecznego stadium procesu dziejowego , w którym nastąpić ma faktyczne zerwanie z wszelką formą "" zaświatowości "" i "" rządami Ducha "" ."	0	test	1	0
NOUN+ADJ	procesu	14	dziejowego	15	procesu dziejowego	"Co zrozumiałe , nihilizm Stirnera sam siebie rozpoznawał i afirmował jako emanację ostatecznego stadium procesu dziejowego , w którym nastąpić ma faktyczne zerwanie z wszelką formą "" zaświatowości "" i "" rządami Ducha "" ."	0	test	1	0
ADJ+NOUN	faktyczne	21	zerwanie	22	faktyczne zerwanie	"Co zrozumiałe , nihilizm Stirnera sam siebie rozpoznawał i afirmował jako emanację ostatecznego stadium procesu dziejowego , w którym nastąpić ma faktyczne zerwanie z wszelką formą "" zaświatowości "" i "" rządami Ducha "" ."	0	test	1	0
NOUN+NOUN	rządami	31	Ducha	32	rządami Ducha	"Co zrozumiałe , nihilizm Stirnera sam siebie rozpoznawał i afirmował jako emanację ostatecznego stadium procesu dziejowego , w którym nastąpić ma faktyczne zerwanie z wszelką formą "" zaświatowości "" i "" rządami Ducha "" ."	0	test	1	0
ADJ+NOUN	jeden	4	punkt	5	jeden punkt	12 . I jeszcze jeden punkt : Co zrobię , jeśli nawalę , jeśli mi się nie uda .	0	test	1	0
NOUN+NOUN	Obniżanie	0	podatków	1	Obniżanie podatków	Obniżanie podatków może więc korzystnie wpływać na aktywność gospodarczą .	0	test	1	0
ADP+NOUN	na	6	aktywność	7	na aktywność	Obniżanie podatków może więc korzystnie wpływać na aktywność gospodarczą .	0	test	1	0
NOUN+ADJ	aktywność	7	gospodarczą	8	aktywność gospodarczą	Obniżanie podatków może więc korzystnie wpływać na aktywność gospodarczą .	0	test	1	0
ADP+NOUN	w	2	regionie	3	w regionie	Dyrektor największego w regionie podkarpackim szpitala nr 2 w Rzeszowie , Janusz Solarz twierdzi , że w tej chwili budżet jego placówki nie jest w stanie wytrzymać 30-proc . podwyżek pensji ( licząc od 1 stycznia ) , czego żądają lekarze .	0	test	1	0
NOUN+ADJ	regionie	3	podkarpackim	4	regionie podkarpackim	Dyrektor największego w regionie podkarpackim szpitala nr 2 w Rzeszowie , Janusz Solarz twierdzi , że w tej chwili budżet jego placówki nie jest w stanie wytrzymać 30-proc . podwyżek pensji ( licząc od 1 stycznia ) , czego żądają lekarze .	0	test	1	0
NOUN+NOUN	podwyżek	29	pensji	30	podwyżek pensji	Dyrektor największego w regionie podkarpackim szpitala nr 2 w Rzeszowie , Janusz Solarz twierdzi , że w tej chwili budżet jego placówki nie jest w stanie wytrzymać 30-proc . podwyżek pensji ( licząc od 1 stycznia ) , czego żądają lekarze .	0	test	1	0
ADJ+NOUN	1	34	stycznia	35	1 stycznia	Dyrektor największego w regionie podkarpackim szpitala nr 2 w Rzeszowie , Janusz Solarz twierdzi , że w tej chwili budżet jego placówki nie jest w stanie wytrzymać 30-proc . podwyżek pensji ( licząc od 1 stycznia ) , czego żądają lekarze .	0	test	1	0
VERB+NOUN	żądają	39	lekarze	40	żądają lekarze	Dyrektor największego w regionie podkarpackim szpitala nr 2 w Rzeszowie , Janusz Solarz twierdzi , że w tej chwili budżet jego placówki nie jest w stanie wytrzymać 30-proc . podwyżek pensji ( licząc od 1 stycznia ) , czego żądają lekarze .	0	test	1	0
NOUN+ADJ	maszynistą	4	kolejowym	5	maszynistą kolejowym	Przez 13 lat był maszynistą kolejowym .	0	test	1	0
ADP+NOUN	z	1	uwagi	2	z uwagi	Policja z uwagi na prowadzone wciąż czynności operacyjne nie ujawnia szczegółów dotyczących tej sprawy .	0	test	1	0
VERB+NOUN	ujawnia	9	szczegółów	10	ujawnia szczegółów	Policja z uwagi na prowadzone wciąż czynności operacyjne nie ujawnia szczegółów dotyczących tej sprawy .	0	test	1	1
NOUN+ADJ	szczegółów	10	dotyczących	11	szczegółów dotyczących	Policja z uwagi na prowadzone wciąż czynności operacyjne nie ujawnia szczegółów dotyczących tej sprawy .	0	test	1	0
VERB+NOUN	otrzymać	5	rozgrzeszenie	6	otrzymać rozgrzeszenie	"Przyjechał , by przeprosić i otrzymać rozgrzeszenie za swoje słowa : - "" Jeden kardynał nie będzie decydował o politycznej przyszłości Polski "" ."	0	test	1	0
ADJ+NOUN	Jeden	13	kardynał	14	Jeden kardynał	"Przyjechał , by przeprosić i otrzymać rozgrzeszenie za swoje słowa : - "" Jeden kardynał nie będzie decydował o politycznej przyszłości Polski "" ."	0	test	1	0
ADJ+NOUN	politycznej	19	przyszłości	20	politycznej przyszłości	"Przyjechał , by przeprosić i otrzymać rozgrzeszenie za swoje słowa : - "" Jeden kardynał nie będzie decydował o politycznej przyszłości Polski "" ."	0	test	1	0
ADP+NOUN	z	8	branży	9	z branży	""" Gdy wróciła z Las Vegas , ludzie z branży udawali , że jej nie widzą ."	0	test	1	0
ADP+NOUN	nad	5	zmianami	6	nad zmianami	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
ADP+NOUN	w	7	budżecie	8	w budżecie	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
ADP+NOUN	o	10	wykonaniu	11	o wykonaniu	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
NOUN+NOUN	wykonaniu	11	założeń	12	wykonaniu założeń	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
NOUN+NOUN	założeń	12	budżetu	13	założeń budżetu	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
ADJ+NOUN	pierwsze	15	półrocze	16	pierwsze półrocze	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
ADJ+NOUN	2006	17	roku	18	2006 roku	Podczas nich radni będą dyskutować nad zmianami w budżecie oraz o wykonaniu założeń budżetu za pierwsze półrocze 2006 roku .	0	test	1	0
NOUN+VERB	Peugeot	0	jedzie	1	Peugeot jedzie	Peugeot jedzie za Oplem , który zatrzymuje się przy pierwszym domu we wsi .	0	test	1	0
ADP+NOUN	za	2	Oplem	3	za Oplem	Peugeot jedzie za Oplem , który zatrzymuje się przy pierwszym domu we wsi .	0	test	1	0
VERB+PRON	zatrzymuje	6	się	7	zatrzymuje się	Peugeot jedzie za Oplem , który zatrzymuje się przy pierwszym domu we wsi .	0	test	1	1
ADJ+NOUN	pierwszym	9	domu	10	pierwszym domu	Peugeot jedzie za Oplem , który zatrzymuje się przy pierwszym domu we wsi .	0	test	1	0
ADP+NOUN	we	11	wsi	12	we wsi	Peugeot jedzie za Oplem , który zatrzymuje się przy pierwszym domu we wsi .	0	test	1	0
ADP+NOUN	przy	5	wylocie	6	przy wylocie	Wczoraj na ul . Gdańskiej przy wylocie ul . Dworcowej sporo ludzi gromadziło się wokół stojącego na chodniku samochodu .	0	test	1	0
NOUN+VERB	ludzi	11	gromadziło	12	ludzi gromadziło	Wczoraj na ul . Gdańskiej przy wylocie ul . Dworcowej sporo ludzi gromadziło się wokół stojącego na chodniku samochodu .	0	test	1	0
VERB+PRON	gromadziło	12	się	13	gromadziło się	Wczoraj na ul . Gdańskiej przy wylocie ul . Dworcowej sporo ludzi gromadziło się wokół stojącego na chodniku samochodu .	0	test	1	1
ADP+NOUN	na	16	chodniku	17	na chodniku	Wczoraj na ul . Gdańskiej przy wylocie ul . Dworcowej sporo ludzi gromadziło się wokół stojącego na chodniku samochodu .	0	test	1	0
ADP+NOUN	przy	4	okazji	5	przy okazji	Krzysztof pomyślał , że przy okazji usłyszał w końcu to , co najważniejsze : Stefania wprawdzie przeczuwała oszustwo , ale ktoś gdzieś prowadził eksperymenty nad podobnymi do niego przypadkami .	0	test	1	0
NOUN+VERB	okazji	5	usłyszał	6	okazji usłyszał	Krzysztof pomyślał , że przy okazji usłyszał w końcu to , co najważniejsze : Stefania wprawdzie przeczuwała oszustwo , ale ktoś gdzieś prowadził eksperymenty nad podobnymi do niego przypadkami .	0	test	1	0
VERB+ADP	usłyszał	6	w	7	usłyszał w	Krzysztof pomyślał , że przy okazji usłyszał w końcu to , co najważniejsze : Stefania wprawdzie przeczuwała oszustwo , ale ktoś gdzieś prowadził eksperymenty nad podobnymi do niego przypadkami .	0	test	1	0
ADP+NOUN	w	7	końcu	8	w końcu	Krzysztof pomyślał , że przy okazji usłyszał w końcu to , co najważniejsze : Stefania wprawdzie przeczuwała oszustwo , ale ktoś gdzieś prowadził eksperymenty nad podobnymi do niego przypadkami .	0	test	1	0
VERB+NOUN	przeczuwała	16	oszustwo	17	przeczuwała oszustwo	Krzysztof pomyślał , że przy okazji usłyszał w końcu to , co najważniejsze : Stefania wprawdzie przeczuwała oszustwo , ale ktoś gdzieś prowadził eksperymenty nad podobnymi do niego przypadkami .	0	test	1	0
VERB+PRON	poddaje	3	się	4	poddaje się	Prezes Michalski nie poddaje się : - Czekamy na oficjalną informację od Telekomunikacji , czy z remontem masztu nie można jeszcze poczekać .	0	test	1	1
ADJ+NOUN	oficjalną	9	informację	10	oficjalną informację	Prezes Michalski nie poddaje się : - Czekamy na oficjalną informację od Telekomunikacji , czy z remontem masztu nie można jeszcze poczekać .	0	test	1	0
ADP+NOUN	od	11	Telekomunikacji	12	od Telekomunikacji	Prezes Michalski nie poddaje się : - Czekamy na oficjalną informację od Telekomunikacji , czy z remontem masztu nie można jeszcze poczekać .	0	test	1	0
ADP+NOUN	z	15	remontem	16	z remontem	Prezes Michalski nie poddaje się : - Czekamy na oficjalną informację od Telekomunikacji , czy z remontem masztu nie można jeszcze poczekać .	0	test	1	0
NOUN+NOUN	remontem	16	masztu	17	remontem masztu	Prezes Michalski nie poddaje się : - Czekamy na oficjalną informację od Telekomunikacji , czy z remontem masztu nie można jeszcze poczekać .	0	test	1	0
ADP+NOUN	z	1	rozterką	2	z rozterką	Przystanęła z rozterką i nie wiedziała , co powiedzieć .	0	test	1	0
NOUN+VERB	Myślenie	3	polega	4	Myślenie polega	Ad 2 ) Myślenie polega na abstrahowaniu z rzeczywistości jej elementów pierwotnych i potem wyciąganiu wniosków z przetwarzania w umyśle tych elementów .	0	test	1	0
ADP+NOUN	na	5	abstrahowaniu	6	na abstrahowaniu	Ad 2 ) Myślenie polega na abstrahowaniu z rzeczywistości jej elementów pierwotnych i potem wyciąganiu wniosków z przetwarzania w umyśle tych elementów .	0	test	1	0
ADP+NOUN	z	7	rzeczywistości	8	z rzeczywistości	Ad 2 ) Myślenie polega na abstrahowaniu z rzeczywistości jej elementów pierwotnych i potem wyciąganiu wniosków z przetwarzania w umyśle tych elementów .	0	test	1	0
NOUN+ADJ	elementów	10	pierwotnych	11	elementów pierwotnych	Ad 2 ) Myślenie polega na abstrahowaniu z rzeczywistości jej elementów pierwotnych i potem wyciąganiu wniosków z przetwarzania w umyśle tych elementów .	0	test	1	0
ADP+NOUN	z	16	przetwarzania	17	z przetwarzania	Ad 2 ) Myślenie polega na abstrahowaniu z rzeczywistości jej elementów pierwotnych i potem wyciąganiu wniosków z przetwarzania w umyśle tych elementów .	0	test	1	0
ADP+NOUN	w	18	umyśle	19	w umyśle	Ad 2 ) Myślenie polega na abstrahowaniu z rzeczywistości jej elementów pierwotnych i potem wyciąganiu wniosków z przetwarzania w umyśle tych elementów .	0	test	1	0
ADJ+NOUN	orbitalnej	2	stacji	3	orbitalnej stacji	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
NOUN+ADJ	stacji	3	badawczej	4	stacji badawczej	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
VERB+NOUN	oznacza	9	początek	10	oznacza początek	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
ADJ+NOUN	nowej	11	ery	12	nowej ery	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
NOUN+NOUN	ery	12	eksploatacji	13	ery eksploatacji	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
NOUN+NOUN	eksploatacji	13	kosmosu	14	eksploatacji kosmosu	Budowa międzynarodowej orbitalnej stacji badawczej ( ISS ) Alfa oznacza początek nowej ery eksploatacji kosmosu - stwierdził Bob Caban , dowódca amerykańskiego wahadłowca Endeavour .	0	test	1	0
